Assembly Accession      Assembly Name   Organism Name   Annotation Name Assembly Stats Total Sequence Length    Assembly Stats Total Number of Chromosomes      Assembly Stats Number of Contigs        Assembly Level  Assembly Release Date   Assembly Stats Contig N50       Assembly Stats Scaffold N50     Assembly Stats Number of Scaffolds      Assembly Stats GC Percent       Assembly Sequencing Tech        Assembly Submitter
GCA_025447755.1	ASM2544775v1	Corythornis vintsioides		997287905		185614	Scaffold	2022-09-27	18736	55943	141076	42.5	Illumina	IRIDIAN GENOMES
GCA_010014965.2	ASM1001496v2	Pyrrhura griseipectus		1155745295		217929	Scaffold	2022-07-29	18668	31116	172420	42	Illumina	IRIDIAN GENOMES
GCA_027560095.1	ASM2756009v1	Chloroceryle inda		1098818303		251830	Scaffold	2023-01-03	18154	54193	194927	42	Illumina	IRIDIAN GENOMES
GCA_026780185.1	ASM2678018v1	Myomyrus macrops		746145902		81928	Scaffold	2022-12-09	18076	25443471	26308	43.5	Illumina	IRIDIAN GENOMES
GCA_028565255.1	ASM2856525v1	Megaceryle alcyon		1143515891		138197	Scaffold	2023-02-09	17586	55958	71603	41.5	Illumina	IRIDIAN GENOMES
GCA_027560035.1	ASM2756003v1	Ceyx erithaca		985286327		261858	Scaffold	2023-01-03	16820	49189	218077	42.5	Illumina	IRIDIAN GENOMES
GCA_033439885.1	ASM3343988v1	Alcedo semitorquata		1022720213		269928	Scaffold	2023-11-08	16034	48437	220970	42.5	Illumina	IRIDIAN GENOMES
GCA_009823435.2	ASM982343v2	Nymphicus hollandicus		1148932135		281693	Scaffold	2022-11-30	15887	30412	211548	42	Illumina	IRIDIAN GENOMES
GCA_033439865.1	ASM3343986v1	Alcedo quadribrachys		1031140142		281473	Scaffold	2023-11-08	14460	49465	226261	42.5	Illumina	IRIDIAN GENOMES
GCA_024611155.1	ASM2461115v1	Corythornis cristatus		1009986054		270499	Scaffold	2022-08-10	14199	47285	216353	42	Illumina	IRIDIAN GENOMES
GCA_025802355.1	ASM2580235v1	Corythornis madagascariensis		1028005587		189792	Scaffold	2022-10-23	13438	48023	129395	42.5	Illumina	IRIDIAN GENOMES
GCA_027559835.1	ASM2755983v1	Ispidina lecontei		1040822607		356761	Scaffold	2023-01-03	13278	48117	297905	42.5	Illumina	IRIDIAN GENOMES
GCA_027564255.1	ASM2756425v1	Corythornis leucogaster		1061868387		398472	Scaffold	2023-01-03	12740	49458	334780	42	Illumina	IRIDIAN GENOMES
GCA_025447775.1	ASM2544777v1	Ceyx margarethae		1013858382		238274	Scaffold	2022-09-27	12525	48913	171719	43	Illumina	IRIDIAN GENOMES
GCA_033439845.1	ASM3343984v1	Ispidina picta		1033246605		313959	Scaffold	2023-11-08	10981	47829	238936	42.5	Illumina	IRIDIAN GENOMES
GCA_010014945.2	ASM1001494v2	Syngnathus floridae		375198233		120191	Scaffold	2022-11-14	4199	13745574	50763	43	Illumina	IRIDIAN GENOMES
GCA_009867235.2	ASM986723v2	Psittacus erithacus		1126531736		204794	Scaffold	2022-11-27	36805	47111	186631	42	Illumina	IRIDIAN GENOMES
GCA_011763455.2	ASM1176345v2	Pyrrhura perlata		1124813469		156043	Scaffold	2022-07-21	24004	33872	129065	42	Illumina	IRIDIAN GENOMES
GCA_009936485.2	ASM993648v2	Gymnarchus niloticus		664595075		53077	Scaffold	2023-02-09	23832	17055376	23547	43.5	Illumina	IRIDIAN GENOMES
GCA_010014865.2	ASM1001486v2	Pyrrhura frontalis		1128083870		172768	Scaffold	2022-11-27	22382	32340	142964	42	Illumina	IRIDIAN GENOMES
GCA_011763355.2	ASM1176335v2	Pyrrhura molinae		1140400741		183844	Scaffold	2022-11-27	20903	31704	147126	42	Illumina	IRIDIAN GENOMES
GCA_026284825.2	ASM2628482v2	Pyrrhura hoematotis		1142301495		213884	Scaffold	2023-06-01	19408	29691	167982	42	Illumina	IRIDIAN GENOMES
GCA_025770055.1	ASM2577005v1	Hippocampus barbouri		445079703		59127	Scaffold	2022-10-20	18901	20742455	21170	43.5	Illumina	IRIDIAN GENOMES
GCA_016545565.2	ASM1654556v2	Pyrrhura cruentata		1149272071		203520	Scaffold	2022-12-29	18748	29419	159374	42	Illumina	IRIDIAN GENOMES
GCA_011763525.2	ASM1176352v2	Mormyrus iriodes		747699922		84942	Scaffold	2022-09-26	18324	25450324	28705	43.5	Illumina	IRIDIAN GENOMES
GCA_026284765.1	ASM2628476v1	Thectocercus acuticaudatus		1173634303		278964	Scaffold	2022-11-22	17915	28824	232549	42	Illumina	IRIDIAN GENOMES
GCA_011763535.2	ASM1176353v2	Eclectus roratus		1120776969		209283	Scaffold	2022-07-21	17249	28643	148194	41.5	Illumina	IRIDIAN GENOMES
GCA_026283785.1	ASM2628378v1	Coracopsis vasa		1229970282		573666	Scaffold	2022-11-22	16954	28510	500983	41.5	Illumina	IRIDIAN GENOMES
GCA_015163975.2	ASM1516397v2	Pyrrhura lepida		1175322969		300917	Scaffold	2022-11-27	16602	27753	241227	42	Illumina	IRIDIAN GENOMES
GCA_028565775.1	ASM2856577v1	Sternarchorhynchus goeldii		527534136		63970	Scaffold	2023-02-09	15894	19157053	21137	42.5	Illumina	IRIDIAN GENOMES
GCA_011317185.2	ASM1131718v2	Eupsittula pertinax		1118851761		140675	Scaffold	2022-11-14	15826	26712	98629	41.5	Illumina	IRIDIAN GENOMES
GCA_019206885.2	ASM1920688v2	Microtus richardsoni		2266594261		171772	Scaffold	2023-02-09	14581	59085254	2586	42	Illumina	IRIDIAN GENOMES
GCA_026284665.2	ASM2628466v2	Aratinga nenday		1095151660		157087	Scaffold	2023-09-20	14437	25533	103447	42	Illumina	IRIDIAN GENOMES
GCA_026776745.1	ASM2677674v1	Genyomyrus donnyi		758032541		121110	Scaffold	2022-12-09	11722	25165373	33213	44	Illumina	IRIDIAN GENOMES
GCA_015163995.2	ASM1516399v2	Mormyrus lacerda		757536933		122033	Scaffold	2022-11-30	11424	25984154	33244	44	Illumina	IRIDIAN GENOMES
GCA_015164015.2	ASM1516401v2	Brevimyrus niger		746035651		129997	Scaffold	2023-01-03	10294	25260205	29984	44.5	Illumina	IRIDIAN GENOMES
GCA_025775045.1	ASM2577504v1	Hiodon tergisus		644200390		134585	Scaffold	2022-10-20	9107	22986	74562	43	Illumina	IRIDIAN GENOMES
GCA_026284845.1	ASM2628484v1	Orthopsittaca manilatus		1133062951		252633	Scaffold	2022-11-22	8287	21161	143864	41.5	Illumina	IRIDIAN GENOMES
GCA_025775025.1	ASM2577502v1	Heteromormyrus longilateralis		723998334		152710	Scaffold	2022-10-20	7784	24504187	27992	44	Illumina	IRIDIAN GENOMES
GCA_026781215.1	ASM2678121v1	Cyphomyrus wilverthi		767979745		189062	Scaffold	2022-12-09	6781	25113271	49815	44	Illumina	IRIDIAN GENOMES
GCA_010015965.3	ASM1001596v3	Ara militaris		1152373303		359818	Scaffold	2023-09-20	5592	19814	158989	41.5	Illumina	IRIDIAN GENOMES
GCA_026774405.1	ASM2677440v1	Petrocephalus microphthalmus		766598692		241065	Scaffold	2022-12-09	4778	22491685	106232	45.5	Illumina	IRIDIAN GENOMES
GCA_010014725.2	ASM1001472v2	Ara chloropterus		1164831351		456116	Scaffold	2022-11-27	4271	19108	189855	42	Illumina	IRIDIAN GENOMES
GCA_026260215.1	ASM2626021v1	Pseudoscaphirhynchus fedtschenkoi		4488894		5803	Scaffold	2022-11-21	723	724	5792	54.5	Illumina	IRIDIAN GENOMES
GCA_009867315.2	ASM986731v2	Psittacus timneh		1115194763		154725	Scaffold	2022-11-27	38553	48267	136836	41.5	Illumina	IRIDIAN GENOMES
GCA_025331215.1	ASM2533121v1	Actenoides lindsayi		1173025913		210901	Scaffold	2022-09-20	29802	65513	174883	42	Illumina	IRIDIAN GENOMES
GCA_024336885.1	ASM2433688v1	Actenoides hombroni		1152258273		110071	Scaffold	2022-07-20	26755	10995457	10367	42	Illumina	IRIDIAN GENOMES
GCA_009867205.2	ASM986720v2	Aratinga weddellii		1133248645		185107	Scaffold	2022-11-27	19977	30214	150055	42	Illumina	IRIDIAN GENOMES
GCA_026780345.1	ASM2678034v1	Myomyrus pharao		742246443		75770	Scaffold	2022-12-09	18909	25508218	22726	43.5	Illumina	IRIDIAN GENOMES
GCA_026777985.1	ASM2677798v1	Mormyrops attenuatus		744481821		84428	Scaffold	2022-12-09	16751	25786443	19093	44	Illumina	IRIDIAN GENOMES
GCA_025802095.1	ASM2580209v1	Hippocampus guttulatus		426167879		53237	Scaffold	2022-10-23	14905	20566510	8855	43.5	Illumina	IRIDIAN GENOMES
GCA_026770805.1	ASM2677080v1	Boulengeromyrus knoepffleri		740326575		97900	Scaffold	2022-12-09	14144	25477320	20401	44	Illumina	IRIDIAN GENOMES
GCA_026781065.1	ASM2678106v1	Mormyrops boulengeri		745507844		100943	Scaffold	2022-12-09	13969	25696302	24369	44	Illumina	IRIDIAN GENOMES
GCA_026778905.1	ASM2677890v1	Mormyrops zanclirostris		743057872		98238	Scaffold	2022-12-09	13718	25638951	21066	44	Illumina	IRIDIAN GENOMES
GCA_026781145.1	ASM2678114v1	Hippopotamyrus pictus		753824875		107023	Scaffold	2022-12-09	13411	25271851	29675	44	Illumina	IRIDIAN GENOMES
GCA_026776725.1	ASM2677672v1	Gnathonemus echidnorhynchus		752787290		109730	Scaffold	2022-12-09	13381	24943675	30939	44	Illumina	IRIDIAN GENOMES
GCA_010014875.2	ASM1001487v2	Psitteuteles goldiei		1131212449		275059	Scaffold	2022-07-29	13231	24899	212047	42	Illumina	IRIDIAN GENOMES
GCA_026776665.1	ASM2677666v1	Gnathonemus longibarbis		765081886		123283	Scaffold	2022-12-09	12594	24897608	41686	44	Illumina	IRIDIAN GENOMES
GCA_009936445.2	ASM993644v2	Anodorhynchus hyacinthinus		1105970761		260830	Scaffold	2022-07-21	12520	12605	259732	42	Illumina	IRIDIAN GENOMES
GCA_010014925.2	ASM1001492v2	Lorius garrulus		1108045951		206062	Scaffold	2022-11-30	12383	24450	137646	42	Illumina	IRIDIAN GENOMES
GCA_026780785.1	ASM2678078v1	Paramormyrops hopkinsi		755087169		116875	Scaffold	2022-12-09	12230	25588927	30174	44	Illumina	IRIDIAN GENOMES
GCA_026777045.1	ASM2677704v1	Hyperopisus bebe		749363165		116708	Scaffold	2022-12-09	12228	25464968	31472	43.5	Illumina	IRIDIAN GENOMES
GCA_026779605.1	ASM2677960v1	Mormyrus hasselquistii		764842462		120109	Scaffold	2022-12-09	12152	25932272	35742	44	Illumina	IRIDIAN GENOMES
GCA_026779585.1	ASM2677958v1	Mormyrus proboscirostris		761153558		119236	Scaffold	2022-12-09	12078	25851764	33250	44	Illumina	IRIDIAN GENOMES
GCA_026777505.1	ASM2677750v1	Ivindomyrus opdenboschi		738988768		109958	Scaffold	2022-12-09	12064	25384571	22514	44	Illumina	IRIDIAN GENOMES
GCA_026770825.1	ASM2677082v1	Brienomyrus longianalis		726208865		106464	Scaffold	2022-12-09	11946	25865133	14734	44.5	Illumina	IRIDIAN GENOMES
GCA_026777485.1	ASM2677748v1	Ivindomyrus marchei		739706241		111080	Scaffold	2022-12-09	11887	25178001	23059	44	Illumina	IRIDIAN GENOMES
GCA_025802075.1	ASM2580207v1	Tenebrosternarchus preto		536308962		80229	Scaffold	2022-10-23	11784	18506042	26872	42.5	Illumina	IRIDIAN GENOMES
GCA_026780845.1	ASM2678084v1	Petrocephalus sullivani		753549638		115047	Scaffold	2022-12-09	11712	23647827	41845	45	Illumina	IRIDIAN GENOMES
GCA_025727615.1	ASM2572761v1	Campylomormyrus numenius		767028854		129270	Scaffold	2022-10-17	11457	25053596	38951	44	Illumina	IRIDIAN GENOMES
GCA_019775915.2	ASM1977591v2	Cyphomyrus plagiostoma		750064899		118056	Scaffold	2022-11-30	11271	25590949	27993	44	Illumina	IRIDIAN GENOMES
GCA_026776945.1	ASM2677694v1	Isichthys henryi		717669584		109146	Scaffold	2022-12-09	11092	25403056	13930	44	Illumina	IRIDIAN GENOMES
GCA_026780765.1	ASM2678076v1	Petrocephalus schoutedeni		723867836		121675	Scaffold	2022-12-09	11042	22941161	43898	45	Illumina	IRIDIAN GENOMES
GCA_026770845.1	ASM2677084v1	Campylomormyrus tamandua		763631388		131883	Scaffold	2022-12-09	10917	25121727	38382	44	Illumina	IRIDIAN GENOMES
GCA_019775895.2	ASM1977589v2	Stomatorhinus ivindoensis		709893813		124190	Scaffold	2022-09-26	9869	24732256	21500	44	Illumina	IRIDIAN GENOMES
GCA_026784285.1	ASM2678428v1	Stomatorhinus walkeri		717070510		132195	Scaffold	2022-12-09	9369	24803833	24699	44	Illumina	IRIDIAN GENOMES
GCA_026774425.1	ASM2677442v1	Petrocephalus zakoni		760715313		150656	Scaffold	2022-12-09	9024	23439854	60160	45	Illumina	IRIDIAN GENOMES
GCA_019775955.2	ASM1977595v2	Pollimyrus isidori		766001757		152359	Scaffold	2023-01-03	8888	26003243	42588	44.5	Illumina	IRIDIAN GENOMES
GCA_026774385.1	ASM2677438v1	Marcusenius ussheri		786576168		181983	Scaffold	2022-12-09	8387	24969488	67942	44	Illumina	IRIDIAN GENOMES
GCA_010015045.2	ASM1001504v2	Lophochroa leadbeateri		1102642260		265163	Scaffold	2022-07-29	8295	22116	139808	41.5	Illumina	IRIDIAN GENOMES
GCA_026770725.1	ASM2677072v1	Cyphomyrus discorhynchus		774353145		176979	Scaffold	2022-12-09	7764	25163258	50998	44	Illumina	IRIDIAN GENOMES
GCA_026779145.1	ASM2677914v1	Marcusenius schilthuisiae		745286674		174288	Scaffold	2022-12-09	7259	25213000	39998	44	Illumina	IRIDIAN GENOMES
GCA_032357305.1	ASM3235730v1	Amazona mercenarius		1122772752		289483	Scaffold	2023-10-04	5987	19672	126098	42	Illumina	IRIDIAN GENOMES
GCA_030556125.1	ASM3055612v1	Pyrrhura berlepschi		1176808966		463916	Scaffold	2023-07-31	5559	18849	239606	41.5	Illumina	IRIDIAN GENOMES
GCA_028565675.1	ASM2856567v1	Sorex palustris		2300452624		633105	Scaffold	2023-02-09	4882	9637	498345	43	Illumina	IRIDIAN GENOMES
GCA_032274645.1	ASM3227464v1	Enicognathus ferrugineus		1126861201		372375	Scaffold	2023-10-02	3967	18552	132832	41.5	Illumina	IRIDIAN GENOMES
GCA_025762715.1	ASM2576271v1	Corythoichthys haematopterus		852583483		257066	Scaffold	2022-10-19	3951	8515	189004	39	Illumina	IRIDIAN GENOMES
GCA_046224965.1	ASM4622496v1	Touit costaricensis		1386332741		717551	Scaffold	2024-12-18	2916	13891	469868	45.5	Illumina	IRIDIAN GENOMES
GCA_031763585.1	ASM3176358v1	Pyrrhura subandina		1070969821		495445	Scaffold	2023-09-20	2107	18509	145530	40.5	Illumina	IRIDIAN GENOMES
GCA_011763505.2	ASM1176350v2	Lythrypnus dalli		794182217		478858	Scaffold	2023-02-16	1826	3201	396934	40.5	Illumina	IRIDIAN GENOMES
GCA_011762725.2	ASM1176272v2	Pionus senilis		1218450392		933775	Scaffold	2022-12-29	1743	16847	361827	42	Illumina	IRIDIAN GENOMES
GCA_032353575.1	ASM3235357v1	Pyrrhura devillei		1305938279		828090	Scaffold	2023-10-04	1574	14296	394645	41.5	Illumina	IRIDIAN GENOMES
GCA_040966995.1	ASM4096699v1	Touit huetii		1531367185		1980469	Scaffold	2024-07-30	1226	11295	1377614	45	Illumina	IRIDIAN GENOMES
GCA_032353615.1	ASM3235361v1	Micropsitta geelvinkiana		1038752023		657427	Scaffold	2023-10-04	1193	16556	228425	44	Illumina	IRIDIAN GENOMES
GCA_041108055.1	ASM4110805v1	Brotogeris pyrrhoptera		1431606274		1735950	Scaffold	2024-08-08	1090	13596	991696	42	Illumina	IRIDIAN GENOMES
GCA_030418925.1	ASM3041892v1	Pyrrhura viridicata		1105210694		691847	Scaffold	2023-07-11	892	21036	184097	40.5	Illumina	IRIDIAN GENOMES
GCA_030265375.1	ASM3026537v1	Cacatua tenuirostris		1155085012		1236909	Scaffold	2023-06-13	534	12567	709288	40.5	Illumina	IRIDIAN GENOMES
GCA_031764275.1	ASM3176427v1	Poicephalus flavifrons		1362902247		2160723	Scaffold	2023-09-20	392	11018	1311156	49	Illumina	IRIDIAN GENOMES
GCA_041723705.1	ASM4172370v1	Trichoglossus rubiginosus		1331392302		2080890	Scaffold	2024-09-02	370	7200	1554947	42	Illumina	IRIDIAN GENOMES
GCA_043110865.1	ASM4311086v1	Coracopsis nigra		751741933		1695469	Scaffold	2024-10-14	312	396	1641051	50	Illumina	IRIDIAN GENOMES
GCA_033558465.1	ASM3355846v1	Alcedo atthis		1023373902		426150	Scaffold	2023-11-13	15481	48769	372831	42.5	Illumina	IRIDIAN GENOMES
GCA_011800095.2	ASM1180009v2	Guaruba guarouba		1175317798		279568	Scaffold	2022-07-21	19329	29847	239936	42	Illumina	IRIDIAN GENOMES
GCA_010014805.2	ASM1001480v2	Ara ararauna		1126530298		231739	Scaffold	2023-07-20	17967	18274	230118	42	Illumina	IRIDIAN GENOMES
GCA_010015425.2	ASM1001542v2	Ara glaucogularis		1157392775		243179	Scaffold	2022-11-30	16104	26427	182696	42	Illumina	IRIDIAN GENOMES
GCA_025727655.1	ASM2572765v1	Brienomyrus brachyistius		721050604		85455	Scaffold	2022-10-17	15775	26285765	12169	44.5	Illumina	IRIDIAN GENOMES
GCA_026284445.1	ASM2628444v1	Ara ararauna		1172829865		363262	Scaffold	2022-11-22	15689	25812	309947	42	Illumina	IRIDIAN GENOMES
GCA_025775065.1	ASM2577506v1	Hiodon alosoides		651198847		110634	Scaffold	2022-10-20	12019	20608	74300	43	Illumina	IRIDIAN GENOMES
GCA_037834455.1	ASM3783445v1	Microtus oregoni		2812284197		455095	Scaffold	2024-03-29	10440	63080309	45044	42	Illumina	IRIDIAN GENOMES
GCA_028571185.1	ASM2857118v1	Doryrhamphus excisus		510245160		286507	Scaffold	2023-02-09	1967	4126	231017	41.5	Illumina	IRIDIAN GENOMES
GCA_013036005.2	ASM1303600v2	Myiopsitta monachus		1162512274		164366	Scaffold	2022-11-30	22892	76622855	41117	42	Illumina	IRIDIAN GENOMES
GCA_009867195.2	ASM986719v2	Aratinga solstitialis		1150546593		240903	Scaffold	2022-11-27	18913	28756	204719	42	Illumina	IRIDIAN GENOMES
GCA_027576875.1	ASM2757687v1	Paramormyrops sp. MAG		753145578		111336	Scaffold	2023-01-06	13798	25324497	34359	44	Illumina	IRIDIAN GENOMES
GCA_032468175.1	ASM3246817v1	Toxicocalamus goodenoughensis		1296406934		457766	Scaffold	2023-10-10	6052	110765	313041	39	Illumina	Iridian Genomes
GCA_049942495.1	ASM4994249v1	Anser albifrons		1207909342		407991	Scaffold	2025-04-26	12726	76688323	234760	42.5	Illumina	Iridian Genomes
GCA_027497715.1	ASM2749771v1	Accipiter nisus		1200068594		150090	Scaffold	2022-12-30	26046	35949950	42993	42	Illumina	Iridian Genomes
GCA_028583065.1	ASM2858306v1	Threskiornis aethiopicus		1200873515		148174	Scaffold	2023-02-10	32973	90113662	85224	42.5	Illumina	Iridian Genomes
GCA_036873605.1	ASM3687360v1	Anas crecca		1106447995		79593	Scaffold	2024-02-26	32370	79881237	19700	41.5	Illumina	Iridian Genomes
GCA_043091105.1	ASM4309110v1	Chirostoma estor		597873407		360165	Scaffold	2024-10-12	18772	14620423	338847	42	Illumina	Iridian Genomes
GCA_046270485.1	ASM4627048v1	Boa constrictor		1545350959		666235	Scaffold	2024-12-25	14006	22988	619391	40.5	Illumina	Iridian Genomes
GCA_046270045.1	ASM4627004v1	Basiliscus vittatus		2169435905		1011044	Scaffold	2024-12-24	12844	165964567	901793	42.5	Illumina	Iridian Genomes
GCA_049181215.1	ASM4918121v1	Malapterurus electricus		767054474		176690	Scaffold	2025-03-30	11191	21916001	111869	40	Illumina	Iridian Genomes
GCA_046269885.1	ASM4626988v1	Daboia russelii		1319863035		483778	Scaffold	2024-12-24	5873	6703	452423	39.5	Illumina	Iridian Genomes
GCA_046271145.1	ASM4627114v1	Hemidactylus flaviviridis		2270210552		1645942	Scaffold	2024-12-25	5485	6337	1595772	43	Illumina	Iridian Genomes
GCA_027564015.1	ASM2756401v1	Gallinago gallinago		1232026665		394327	Scaffold	2023-01-03	5018	81304857	97831	42	Illumina	Iridian Genomes
GCA_034782035.1	ASM3478203v1	Falco sparverius		1241682339		490106	Scaffold	2023-12-28	3001	37382377	14961	42	Illumina	Iridian Genomes
GCA_026283635.1	ASM2628363v1	Ara macao		1219003621		701928	Scaffold	2022-11-22	1832	17571	233001	40	Illumina	Iridian Genomes
GCA_047292535.1	ASM4729253v1	Agalychnis callidryas		1881754351		1306805	Scaffold	2025-01-28	1757	1831	1242881	40	Illumina	Iridian Genomes
GCA_043660495.1	ASM4366049v1	Syrmaticus reevesii		1118935723		2366703	Scaffold	2024-10-23	487	508	2341884	43.5	Illumina	Iridian Genomes
GCA_025802055.1	ASM2580205v1	Pica pica		1064369002		72252	Scaffold	2022-10-23	44319	73415481	24674	42	Illumina	Iridian Genomes
GCA_045033375.1	ASM4503337v1	Tyrannus niveigularis		1092676753		154917	Scaffold	2024-11-18	42145	73202951	98086	42	Illumina	Iridian Genomes
GCA_028565035.1	ASM2856503v1	Garrulus glandarius		1106508028		105179	Scaffold	2023-02-09	38566	72774246	48662	41.5	Illumina	Iridian Genomes
GCA_027575065.1	ASM2757506v1	Haliastur indus		1206806020		68630	Scaffold	2023-01-06	38462	36468907	7462	41.5	Illumina	Iridian Genomes
GCA_034782255.1	ASM3478225v1	Accipiter badius		1206542333		77086	Scaffold	2023-12-28	38255	36201330	7064	42	Illumina	Iridian Genomes
GCA_040798065.1	ASM4079806v1	Garrulax canorus		1063056820		98517	Scaffold	2024-07-21	29899	71657691	29579	41.5	Illumina	Iridian Genomes
GCA_024363155.1	ASM2436315v1	Aquila nipalensis		1248418760		158590	Scaffold	2022-07-21	28788	47036150	73187	42	Illumina	Iridian Genomes
GCA_032466555.1	ASM3246655v1	Tinamus major		1005019110		91499	Scaffold	2023-10-10	26574	3338836	27086	42	Illumina	Iridian Genomes
GCA_049176275.1	ASM4917627v1	Aythya americana		1130118925		194194	Scaffold	2025-03-29	23270	75991457	97777	41.5	Illumina	Iridian Genomes
GCA_045033455.1	ASM4503345v1	Tyrannus couchii		1120955270		317068	Scaffold	2024-11-18	18848	64265419	207103	42	Illumina	Iridian Genomes
GCA_045033475.1	ASM4503347v1	Tyrannus albogularis		1130802155		276827	Scaffold	2024-11-18	18797	64503151	171968	42	Illumina	Iridian Genomes
GCA_028571105.1	ASM2857110v1	Tragopan temminckii		1081962741		173536	Scaffold	2023-02-09	16512	45914079	89117	41	Illumina	Iridian Genomes
GCA_025309335.1	ASM2530933v1	Aegypius monachus		1229976225		133133	Scaffold	2022-09-20	15268	37748185	7718	41.5	Illumina	Iridian Genomes
GCA_044628595.1	ASM4462859v1	Varanus niloticus		1828609873		1087354	Scaffold	2024-11-06	10223	15994	1036177	44.5	Illumina	Iridian Genomes
GCA_029874835.1	ASM2987483v1	Naso brevirostris		820199528		135530	Scaffold	2023-04-26	9073	27478316	56868	40.5	Illumina	Iridian Genomes
GCA_038406215.1	ASM3840621v1	Sibirionetta formosa		1240520368		565536	Scaffold	2024-04-22	8733	76108805	318922	42	Illumina	Iridian Genomes
GCA_038406095.1	ASM3840609v1	Spatula clypeata		1261796033		662598	Scaffold	2024-04-22	8583	76347336	396107	42.5	Illumina	Iridian Genomes
GCA_046269865.1	ASM4626986v1	Micrurus fulvius		1562482576		805847	Scaffold	2024-12-24	7426	8360	779519	40	Illumina	Iridian Genomes
GCA_046270445.1	ASM4627044v1	Fowlea piscator		1483696973		624388	Scaffold	2024-12-25	6952	8055	593573	40.5	Illumina	Iridian Genomes
GCA_044335425.1	ASM4433542v1	Crotalus simus		1327970636		539065	Scaffold	2024-11-03	6059	6988	509345	39.5	Illumina	Iridian Genomes
GCA_024222105.1	ASM2422210v1	Accipiter cooperii		1190545496		417701	Scaffold	2022-07-12	5194	35883487	45722	42	Illumina	Iridian Genomes
GCA_032467975.1	ASM3246797v1	Trimeresurus albolabris		1232530381		497879	Scaffold	2023-10-10	4725	113187	317626	39	Illumina	Iridian Genomes
GCA_027122695.1	ASM2712269v1	Merluccius productus		582414297		168566	Scaffold	2022-12-20	4343	12654737	101123	45.5	Illumina	Iridian Genomes
GCA_025728025.1	ASM2572802v1	Pithecophaga jefferyi		1257274458		399879	Scaffold	2022-10-17	4249	38333288	11238	41.5	Illumina	Iridian Genomes
GCA_040966475.1	ASM4096647v1	Ciliata mustela		516422860		181013	Scaffold	2024-07-30	3700	10635942	113953	47.5	Illumina	Iridian Genomes
