Accession	Tax_ID	Submission_Date	Number_Contigs	Contig_N50	Contig_N90	Assembly_Size	Species_name	Super_class	Class	Infra_class	Sub_class	Super_order	Order	Sequencing_type
GCA_029875135.1	278165	2023-04-26	830572	1958	299	755636284	Alosa fallax	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Clupeiformes	missing
GCA_040436175.1	34774	2024-07-01	1493	1813936	399814	1076387454	Alosa pseudoharengus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Clupeiformes	PacBio HiFi
GCF_018492685.1	34773	2021-05-25	1713	1565278	266092	898585832	Alosa sapidissima	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Clupeiformes	PacBio HiFi
GCA_015052405.1	34792	2020-10-28	124979	8227	2733	701691809	Altolamprologus calvus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015104655.1	34793	2020-10-29	123120	8441	2756	702665685	Altolamprologus compressiceps	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015104895.1	2591265	2020-10-29	154405	5613	2171	649454303	Altolamprologus sp. compressiceps shell AB-2019	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_036025115.1	613159	2024-01-25	220811	4378	917	459555754	Ambassis agassizii	Actinopterygii	Actinopteri	Teleostei	Neopterygii			missing
GCA_036877625.1	1436202	2024-02-26	592081	9845	366	923026705	Ambastaia sidthimunki	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_027564755.1	2849182	2023-01-03	106863	10076	2298	549597437	Amblyopsis hoosieri	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Percopsiformes	missing
GCA_025399935.1	940464	2022-09-25	110618	9724	2186	546140272	Amblyopsis rosae	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Percopsiformes	missing
GCA_027564775.1	1195602	2023-01-03	111185	9696	2184	549142598	Amblyopsis spelaea	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Percopsiformes	missing
GCA_040091285.1	208324	2024-06-07	100781	16064	4242	935138470	Ameca splendens	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	missing
GCA_012411365.1	219545	2020-04-16	812	7408031	655044	868247194	Ameiurus melas	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	Oxford Nanopore
GCF_036373705.1	7924	2024-02-06	486	17465777	1655086	989084351	Amia calva	Actinopterygii	Actinopteri	Holostei	Neopterygii		Amiiformes	PacBio HiFi
GCA_027576215.1	591307	2023-01-06	934703	366	245	361951702	Amissidens hainesi	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	missing
GCA_026122265.1	1266862	2022-11-15	1711	3578647	386934	748476932	Ammodytes dubius	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Uranoscopiformes	PacBio CLR
GCA_949987685.1	146480	2023-05-03	1634	2041615	241511	777632210	Ammodytes marinus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Uranoscopiformes	PacBio HiFi
GCA_028566735.1	2809288	2023-02-09	482291	2630	632	760698440	Ammoglanis amapaensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	missing
GCA_037176925.1	1161369	2024-03-15	75571	19423	3486	572582904	Amniataba percoides	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Centrarchiformes	missing
GCA_013435755.1	61819	2020-07-23	8632	3839513	224568	930510916	Amphilophus citrinellus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	PacBio CLR
GCA_015108585.1	281253	2020-10-29	201183	4450	1845	689804289	Amphilophus zaliosus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_027123335.1	80970	2022-12-21	1703	1159304	341469	846274432	Amphiprion clarkii	Actinopterygii	Actinopteri	Teleostei	Neopterygii			PacBio CLR
GCF_022539595.1	80972	2022-03-10	1808	812338	284493	863348162	Amphiprion ocellaris	Actinopterygii	Actinopteri	Teleostei	Neopterygii			PacBio CLR
GCA_003047355.2	161767	2018-11-28	1048	3123421	772380	908923500	Amphiprion percula	Actinopterygii	Actinopteri	Teleostei	Neopterygii			PacBio CLR
GCA_003731715.1	495550	2018-11-15	179120	18449	3655	966617173	Anabarilius grahami	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCF_900324465.2	64144	2018-12-19	317	7055436	960416	552051505	Anabas testudineus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anabantiformes	missing
GCA_900324465.3	64144	2021-04-24	317	7055436	960416	552052013	Anabas testudineus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anabantiformes	PacBio CLR
GCA_014839685.1	195821	2020-10-02	140	17460000	4546558	867326434	Anableps anableps	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	PacBio CLR
GCA_032275365.1	2032713	2023-10-02	212282	5716	1418	692329100	Anablepsoides cearensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	missing
GCA_031762495.1	60331	2023-09-20	353472	3020	746	686967834	Anablepsoides rubrolineatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	missing
GCA_964187705.1	71183	2024-06-18	517	4199513	905769	982847904	Anaecypris hispanica	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCF_004355925.1	433405	2019-03-08	33925	41757	8053	569003800	Anarrhichthys ocellatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing
GCA_036281575.1	263419	2024-01-29	1941	1791556	372934	1338507564	Ancherythroculter nigrocauda	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio CLR
GCA_025084515.1	2841045	2022-09-08	12307	163508	37150	993788495	Ancistrus triradiatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	missing
GCA_015108635.1	449250	2020-10-29	159727	6409	2204	680167337	Andinoacara biseriatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCF_013347855.1	7936	2020-06-18	694	5114673	824063	975177427	Anguilla anguilla	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anguilliformes	PacBio CLR
GCA_041147035.1	7940	2024-08-08	523757	5937	644	1059524597	Anguilla australis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anguilliformes	missing
GCA_039654925.2	61126	2024-06-14	405	16884858	1598979	1087573036	Anguilla bicolor pacifica	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anguilliformes	PacBio HiFi
GCA_025169545.1	7937	2022-09-14	811	21484275	716982	1022815305	Anguilla japonica	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anguilliformes	Oxford Nanopore
GCA_901111315.1	7939	2020-02-10	105065	16529	4082	880340542	Anguilla marmorata	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anguilliformes	missing
GCA_901111305.1	86963	2020-02-10	113725	14572	3886	875712001	Anguilla megastoma	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anguilliformes	missing
GCA_901111295.1	86964	2020-02-10	128071	12681	3461	880381678	Anguilla obscura	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anguilliformes	missing
GCF_018555375.3	7938	2024-03-04	1952	5024940	864207	975995928	Anguilla rostrata	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Anguilliformes	missing
GCA_041002825.1	320623	2024-08-01	492	10430310	984736	560831191	Anoplarchus purpurescens	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing
GCA_900683385.1	88656	2019-06-15	128159	3719	1790	404395827	Anoplogaster cornuta	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Trachichthyiformes	missing
GCF_027596085.1	229290	2023-02-16	8216	2559658	237248	653471811	Anoplopoma fimbria	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	Oxford Nanopore
GCA_013358685.1	882753	2020-06-18	374	10114706	1012310	549216127	Antennarius maculatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Lophiiformes	PacBio CLR
GCF_040054535.1	241820	2024-06-04	60	21047747	7593000	548559282	Antennarius striatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Lophiiformes	PacBio HiFi
GCA_964269795.2	327821	2024-11-09	169	17256112	2785522	796134757	Anthias anthias	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	PacBio HiFi
GCA_021346845.1	240154	2022-01-03	1086	5710868	837000	428855137	Apeltes quadracus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing
GCA_027564795.1	94919	2023-01-03	116940	7561	1786	481934396	Aphredoderus sayanus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Percopsiformes	missing
GCA_006937985.1	52653	2019-07-12	42891	81282	7758	838713965	Aphyosemion australe	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	missing
GCA_015052665.1	2591248	2020-10-28	120330	7784	2610	625491730	Apistogramma diplotaenia	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_017639675.1	946358	2021-03-30	1199	956540	182990	453790189	Aplochiton taeniatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Galaxiiformes	PacBio CLR
GCA_037367295.1	638297	2024-03-19	168860	10505	2492	943213887	Apogon hyalosoma	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Kurtiformes	missing
GCA_964211915.1	357811	2024-08-01	38	40310727	30747389	819132341	Apogon imberbis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Kurtiformes	PacBio HiFi
GCA_043658235.1	1431508	2024-10-23	707058	5452	317	911143883	Apogon retrosella	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Kurtiformes	missing
GCA_037367365.1	1431509	2024-03-19	156307	9543	2182	784421389	Apogon talboti	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Kurtiformes	missing
GCA_029814545.1	2943258	2023-04-18	581881	1906	748	901841401	Apogonichthyoides opercularis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Kurtiformes	missing
GCA_028564705.1	3363530	2023-02-08	3054	1625559	311372	1198858230	Apricaphanius iberus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	missing
GCA_900497675.1	113544	2018-07-25	34425	51249	11401	660933446	Arapaima gigas	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Osteoglossiformes	missing
GCF_007364275.1	63155	2019-08-01	932	2143410	563225	916026885	Archocentrus centrarchus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	PacBio CLR
GCA_964260595.1	185735	2024-09-06	8190	193655	42411	633405327	Arctogadus glacialis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	missing
GCA_040955285.1	473348	2024-08-01	22420	117323	39605	1949584183	Arctozenus risso	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Aulopiformes	PacBio HiFi
GCA_951799395.1	446415	2023-05-27	2776	858168	118994	670415536	Argentina silus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Argentiniformes	PacBio HiFi
GCA_040802145.1	448029	2024-07-22	180	30221712	22559432	708376841	Argyrosomus japonicus	Actinopterygii	Actinopteri	Teleostei	Neopterygii			PacBio HiFi
GCA_946959425.1	172269	2022-12-25	1055	7813463	845441	696249749	Argyrosomus regius	Actinopterygii	Actinopteri	Teleostei	Neopterygii			missing
GCA_026413345.1	243726	2022-11-27	447145	3033	1159	989967564	Ariopsis seemanni	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	missing
GCA_025399975.1	591255	2022-09-25	765336	1642	488	862868046	Arius gagora	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	missing
GCA_027575915.1	591257	2023-01-06	455655	2631	1113	955169986	Arius madagascariensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	missing
GCA_037974385.1	303978	2024-04-05	220919	9627	1584	888193814	Arnoldichthys spilopterus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Characiformes	missing
GCA_016586285.1	264149	2020-12-09	42763	15889	3706	333257007	Arothron firmamentum	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Tetraodontiformes	missing
GCA_037176975.1	159452	2024-03-15	140376	14682	3437	748520774	Arrhamphus sclerolepis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Beloniformes	missing
GCA_042242115.1	3352246	2024-09-25	716	15396000	529904	735081811	Arripis georgiana	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Scombriformes	PacBio HiFi
GCA_028565295.1	927817	2023-02-09	439163	3343	736	861013151	Aspidoras spilotus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	missing
GCA_023376895.1	748366	2022-05-17	8038	611818	79864	1582937879	Aspiorhynchus laticeps	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	missing
GCA_015109875.1	64535	2020-10-29	124707	7930	2703	688398677	Astatoreochromis straeleni	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCF_900246225.1	8154	2018-05-30	739	4438245	786390	879258901	Astatotilapia calliptera	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_900246225.5	8154	2021-04-24	739	4438245	786390	879258905	Astatotilapia calliptera	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	PacBio CLR
GCA_015112995.1	205334	2020-10-29	152495	5687	2185	647227219	Astatotilapia flaviijosephi	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015110235.1	1237176	2020-10-29	114199	9258	2856	686845518	Astatotilapia stappersii	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCF_023375975.1	7994	2022-05-19	123	47087582	13985697	1373162186	Astyanax mexicanus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Characiformes	PacBio HiFi
GCA_036250305.1	208326	2024-01-29	103885	15451	4075	929806900	Ataeniobius toweri	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	missing
GCA_029874935.1	87785	2023-04-26	763048	2689	367	866477771	Atherina boyeri	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	missing
GCA_023101725.1	94911	2022-04-25	14613	422115	49460	1210084917	Atherinomorus stipes	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	Oxford Nanopore
GCA_037177055.1	69132	2024-03-15	172894	9690	1705	742320535	Atherinosoma microstoma	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Atheriniformes	missing
GCA_044758625.1	2999567	2024-11-10	1431848	2707	260	1132396475	Atlantirivulus guanabarensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	missing
GCA_044758845.1	3118896	2024-11-10	963056	3906	266	945662382	Atlantirivulus jurubatibensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	missing
GCA_044758765.1	3034801	2024-11-10	1309599	2444	262	1055251844	Atlantirivulus lazzarotoi	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	missing
GCA_043658295.1	60332	2024-10-23	780269	4482	267	862586004	Atlantirivulus santensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	missing
GCA_043380575.1	7917	2024-10-21	310	15716625	3676772	1045077296	Atractosteus spatula	Actinopterygii	Actinopteri	Holostei	Neopterygii		Semionotiformes	Oxford Nanopore
GCA_964273965.1	286572	2024-10-04	1027	2109090	489830	889966833	Aulonocara stuartgranti	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	PacBio CLR
GCA_015102295.1	27731	2020-10-29	144369	6878	2311	676175425	Aulonocranus dewindti	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_037954235.1	150448	2024-04-03	222	15598637	5747143	743134732	Aulostomus chinensis	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Syngnathiformes	PacBio HiFi
GCA_030220045.1	318676	2023-06-07	448151	8482	657	867844949	Australoheros facetus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015108615.1	329336	2020-10-29	204858	4616	1847	707013450	Australoheros scitulus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCF_001266775.1	52670	2015-07-28	178714	7491	1799	695035033	Austrofundulus limnaeus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	missing
GCA_038048925.1	308057	2024-04-10	291458	15136	5942	3254593132	Austrolebias charrua	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	missing
GCA_031763805.1	135282	2023-09-20	352853	3024	1183	832886209	Austrolebias nigripinnis	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Atherinomorphae	Cyprinodontiformes	missing
GCA_005784505.1	175774	2019-05-22	1002	1599318	265790	569629338	Bagarius yarrelli	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	missing
GCA_028877455.1	243720	2023-02-27	1199311	2196	372	1319785832	Bagre pinnimaculatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	missing
GCA_028566695.1	2709347	2023-02-09	170993	5404	1455	562062345	Bagroides melapterus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	missing
GCA_015107735.1	286574	2020-10-29	111298	9726	3083	704757249	Baileychromis centropomoides	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_037178815.1	135647	2024-03-18	287	11211737	1208022	549943728	Barbatula barbatula	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	Oxford Nanopore
GCA_936440315.1	40830	2022-05-03	200	22843665	6005691	1584908304	Barbus barbus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cypriniphysae	Cypriniformes	PacBio HiFi
GCA_037974585.1	1042432	2024-04-05	436941	2803	855	855659754	Bathyaethiops greeni	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Characiformes	missing
GCA_015104405.1	219385	2020-10-29	125649	8373	2860	715124265	Bathybates fasciatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015111595.1	27733	2020-10-29	144445	6506	2436	686982398	Bathybates ferox	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015102795.1	293468	2020-10-29	130992	7795	2700	705678891	Bathybates graueri	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015107495.1	293471	2020-10-29	114648	9145	3076	721751219	Bathybates hornii	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015102875.1	293470	2020-10-29	142653	6491	2441	681650651	Bathybates leo	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015107595.1	293467	2020-10-29	130382	7433	2672	690964089	Bathybates minor	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_015107455.1	293469	2020-10-29	146126	6717	2445	701399910	Bathybates vittatus	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Cichlomorphae	Cichliformes	missing
GCA_943591095.1	12964	2022-07-13	1536658	948	221	837933840	Bathydraco marri	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Perciformes	missing
GCA_900302375.1	630650	2018-03-19	112630	4956	1861	430575253	Bathygadus melanobranchus	Actinopterygii	Actinopteri	Teleostei	Neopterygii		Gadiformes	missing
GCA_025212315.1	2862888	2022-09-14	624890	1925	878	889882984	Batrachocephalus mino	Actinopterygii	Actinopteri	Teleostei	Neopterygii	Characiphysae	Siluriformes	missing
