Accession	Tax_ID	Submission_Date	Number_Contigs	Contig_N50	Contig_N90	Assembly_Size	Species_name	Super_class	Class	Infra_class	Sub_class	Super_order	Order	Sequencing_type
GCA_037349315.1	8475	2024-03-20	816	47384726	2408421	2284342779	Chelydra serpentina	Sarcopterygii			Testudinata		Testudines	PacBio HiFi
GCA_040208395.1	85608	2024-06-20	154	108421626	22057855	2286379631	Clemmys guttata	Sarcopterygii			Testudinata		Testudines	PacBio HiFi
GCA_040782865.1	86975	2024-07-19	598572	10732	1882	2196546985	Testudo graeca	Sarcopterygii			Testudinata		Testudines	missing
GCA_040894355.1	1041117	2024-07-26	186	56181416	12406371	1980040392	Myuchelys georgesi	Sarcopterygii			Testudinata		Testudines	PacBio HiFi
GCA_044707075.1	55537	2024-11-13	201179	15931	4186	1630017980	Staurotypus triporcatus	Sarcopterygii			Testudinata		Testudines	missing
GCA_044758175.1	101491	2024-11-10	499962	14219	2792	1981424769	Trionyx triunguis	Sarcopterygii			Testudinata		Testudines	missing
GCA_044758195.1	158814	2024-11-10	960004	7737	1000	2107055561	Terrapene carolina	Sarcopterygii			Testudinata		Testudines	missing
GCA_044758295.1	44522	2024-11-10	577798	11578	2270	1895303520	Pelomedusa subrufa	Sarcopterygii			Testudinata		Testudines	missing
GCA_044758505.1	260652	2024-11-10	527595	12095	2426	2033553772	Rhinoclemmys areolata	Sarcopterygii			Testudinata		Testudines	missing
GCA_044758685.1	904225	2024-11-10	992066	7323	1046	2071652952	Trachemys venusta	Sarcopterygii			Testudinata		Testudines	missing
GCF_000230535.1	13735	2012-07-24	205380	21993	5665	2106639384	Pelodiscus sinensis	Sarcopterygii			Testudinata		Testudines	missing
GCF_002925995.2	2587831	2018-09-21	106051	76614	12650	2439725469	Terrapene triunguis	Sarcopterygii			Testudinata		Testudines	missing
GCF_003597395.1	106734	2018-09-25	74048	63057	15862	2169537558	Chelonoidis abingdonii	Sarcopterygii			Testudinata		Testudines	missing
GCF_007399415.2	1825980	2019-07-25	945	12863190	2440673	2269003890	Gopherus evgoodei	Sarcopterygii			Testudinata		Testudines	PacBio CLR
GCF_009764565.3	27794	2021-08-25	708	7029801	1734682	2159167478	Dermochelys coriacea	Sarcopterygii			Testudinata		Testudines	PacBio CLR
GCF_011386835.1	8478	2023-09-08	11120	13370154	951319	2371548498	Chrysemys picta bellii	Sarcopterygii			Testudinata		Testudines	PacBio HiFi
GCF_013100865.1	31138	2020-05-15	25528	148326	39798	2044051184	Trachemys scripta elegans	Sarcopterygii			Testudinata		Testudines	missing
GCF_015237465.2	8469	2021-07-15	391	39415510	8654002	2122414938	Chelonia mydas	Sarcopterygii			Testudinata		Testudines	PacBio CLR
GCF_016161935.1	260615	2020-12-22	628	33352699	1860610	2367567429	Mauremys reevesii	Sarcopterygii			Testudinata		Testudines	Oxford Nanopore
GCF_020497125.1	74926	2021-10-14	1636	15010728	1048870	2390893795	Mauremys mutica	Sarcopterygii			Testudinata		Testudines	PacBio CLR
GCF_023653815.1	8467	2022-06-07	2753	18214114	2611949	2131883923	Caretta caretta	Sarcopterygii			Testudinata		Testudines	Oxford Nanopore
GCF_025201925.1	286002	2022-09-15	2487	6917139	521464	2370903624	Gopherus flavomarginatus	Sarcopterygii			Testudinata		Testudines	PacBio CLR
GCF_026122565.2	1129001	2024-07-25	3735	17066353	2826762	1924425589	Emydura macquarii macquarii	Sarcopterygii			Testudinata		Testudines	Oxford Nanopore
GCF_027887155.1	2991368	2023-01-18	217	75591180	12314931	2209471813	Malaclemys terrapin pileata	Sarcopterygii			Testudinata		Testudines	PacBio HiFi
GCF_028017835.1	82168	2023-01-30	254	91255289	9278625	2306416405	Emys orbicularis	Sarcopterygii			Testudinata		Testudines	PacBio HiFi
