Accession	Tax_ID	Submission_Date	Number_Contigs	Contig_N50	Contig_N90	Assembly_Size	Species_name	Super_class	Class	Infra_class	Sub_class	Super_order	Order	Sequencing_type
GCA_963573465.1	30591	2023-11-01	138906	37254	9563	2592844304	Aotus azarai	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963574505.1	292213	2023-11-01	136304	37857	9788	2601207428	Aotus griseimembra	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCF_030222135.1	37293	2023-06-07	1279	55915596	5233848	3097902722	Aotus nancymaae	Sarcopterygii	Mammalia			Euarchontoglires	Primates	PacBio HiFi
GCA_963574785.1	9505	2023-11-01	134862	38029	9879	2593668907	Aotus trivirgatus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963573775.1	57176	2023-11-01	143395	36079	9223	2598133304	Aotus vociferans	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_004027875.1	51342	2019-01-16	1286779	33245	652	3004810237	Aplodontia rufa	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	missing
GCA_964023405.1	39030	2024-04-12	243	35188814	6250691	2613502880	Apodemus agrarius	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Oxford Nanopore
GCA_002335545.1	105296	2017-09-12	658662	3520	1590	2018517627	Apodemus speciosus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	missing
GCF_947179515.1	10129	2022-10-28	1626	4449850	914114	2889559585	Apodemus sylvaticus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio HiFi
GCA_963573935.1	261739	2023-11-02	213954	24464	6030	2674758288	Arctocebus calabarensis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_040869175.1	37190	2024-07-25	592	55559406	12461372	2527514139	Arctocephalus gazella	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	PacBio HiFi
GCA_028646355.1	161921	2023-02-16	284102	61084	12590	2355573634	Arctocephalus townsendi	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	missing
GCA_038363225.1	51014	2024-04-22	243	74638333	18458730	2080469359	Artibeus intermedius	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	PacBio HiFi
GCF_021234435.1	9417	2021-12-20	871	22092642	3964699	2108405921	Artibeus jamaicensis	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	Oxford Nanopore
GCA_038363175.2	27634	2024-05-17	366	60386740	18438908	2096444501	Artibeus lituratus	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	PacBio HiFi
GCF_011762505.1	61156	2020-03-27	3219	11143170	473741	2476471911	Arvicanthis niloticus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio CLR
GCA_011762505.2	61156	2024-10-22	3220	11143170	473741	2476488180	Arvicanthis niloticus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio CLR
GCF_903992535.2	1047088	2021-05-15	1088	5308170	1391279	2291739337	Arvicola amphibius	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio CLR
GCA_043727835.1	188568	2024-10-24	162	61181192	20396724	2268667635	Aselliscus stoliczkanus	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	PacBio HiFi
GCA_963573605.1	9507	2023-10-31	111213	51917	13023	2589162548	Ateles belzebuth	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963574935.1	118643	2023-10-31	111051	51908	12928	2589553743	Ateles chamek	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_036589455.1	9508	2024-02-13	3711	9828695	2012030	3181160418	Ateles fusciceps	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Oxford Nanopore
GCA_023783555.1	9509	2022-06-17	2723	29212752	5286085	2683028796	Ateles geoffroyi	Sarcopterygii	Mammalia			Euarchontoglires	Primates	PacBio RSII
GCA_916098195.1	129801	2021-09-22	1351	50515269	15569212	2643274192	Ateles hybridus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963573555.1	1529884	2023-11-02	132644	53900	11672	2651793951	Ateles marginatus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963573985.1	9510	2023-10-31	98384	58585	15050	2597315165	Ateles paniscus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963575035.1	122246	2023-10-31	129068	37805	8951	2197405675	Avahi laniger	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963573525.1	1313323	2023-10-30	229457	18692	3986	2162191689	Avahi peyrierasi	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_003798545.1	57737	2018-11-20	216630	67302	12205	2635793542	Axis porcinus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCA_028533215.1	1303000	2023-02-09	743099	52664	3271	2554163617	Babyrousa celebensis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCF_949987535.1	9767	2023-05-01	2551	3015723	538597	2772649958	Balaenoptera acutorostrata	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi
GCA_000978805.1	33556	2015-03-18	720900	8410	1995	2220306123	Balaenoptera bonaerensis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCF_009873245.2	9771	2020-10-02	992	6274848	1427394	2348931801	Balaenoptera musculus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio CLR
GCA_023338255.1	9770	2022-05-11	44036	146061	34693	2369666006	Balaenoptera physalus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCF_028023285.1	2746895	2023-01-30	1108	36541936	2068056	2675821169	Balaenoptera ricei	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi
GCA_004027495.1	59527	2019-01-16	545176	57444	11392	2696327100	Beatragus hunteri	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCA_023548195.1	881300	2022-05-25	3022	1995245	555447	3379810759	Bettongia penicillata ogilbyi	Sarcopterygii	Mammalia				Diprotodontia	missing
GCF_000754665.1	43346	2014-10-08	470415	19971	2660	2632263697	Bison bison bison	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCA_963879515.1	9902	2023-12-17	248	91242619	13410019	3071666736	Bison bonasus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi
GCA_043643345.1	30520	2024-10-24	1988	20200000	1611900	2615000024	Bos frontalis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio RSII
GCA_014182915.2	9904	2020-08-14	2829	13340585	2147105	2717130401	Bos gaurus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCA_946052875.1	1705790	2022-09-11	1055	66457535	2826205	3030538291	Bos gaurus x Bos taurus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCA_005887515.3	30521	2019-06-10	989	44716738	7430771	2831395971	Bos grunniens	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Oxford Nanopore
GCA_009493645.1	331036	2019-11-04	596	72336424	21277577	2677129979	Bos grunniens x Bos taurus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCF_000247795.1	9915	2014-11-25	253770	28375	5882	2475828999	Bos indicus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCF_003369695.1	30522	2018-11-30	1552	26764281	5856886	2679316559	Bos indicus x Bos taurus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio RSII
GCF_032452875.1	9906	2023-10-11	1602	47146240	1043918	2972803188	Bos javanicus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Oxford Nanopore
GCF_000298355.1	72004	2013-01-09	233198	22822	6371	2525007273	Bos mutus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCF_002263795.3	9913	2023-07-01	2344	26402946	4464267	2770657958	Bos taurus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio CLR
GCA_018282465.1	297284	2021-05-06	1374	70612029	6502320	2861673644	Bos taurus x Bison bison	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Oxford Nanopore
GCA_004027775.1	9355	2019-01-16	1772267	1900	281	1502429099	Bradypus variegatus	Sarcopterygii	Mammalia			Xenarthra	Pilosa	missing
GCA_001685075.1	3370998	2016-07-14	489105	8118	2176	2259920371	Bramus lutescens	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	missing
GCF_019923935.1	89462	2021-09-10	685	9586610	2591162	2622394739	Bubalus bubalis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio CLR
GCA_025584935.1	27596	2022-10-05	160667	34173	9419	2616962799	Bubalus depressicornis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCF_029407905.1	3119969	2023-03-31	136	91172394	21123281	2898488318	Bubalus kerabau	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi
GCF_023091745.1	37181	2022-04-22	1515	68053581	6866776	2851579369	Budorcas taxicolor	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi
GCA_029593785.1	48852	2023-04-05	4783794	7208	347	6052992629	Cabassous unicinctus	Sarcopterygii	Mammalia			Xenarthra	Cingulata	missing
GCA_963573425.1	535896	2023-10-31	72915	76643	20404	2606245731	Cacajao ayresi	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963573955.1	30596	2023-10-31	80978	68772	18201	2609291619	Cacajao calvus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963573795.1	535897	2023-10-31	79040	71453	18739	2609871475	Cacajao hosomi	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963573385.1	70825	2023-11-01	79485	71276	18706	2613516872	Cacajao melanocephalus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963573925.1	9495	2023-11-02	198577	25257	6611	2684760153	Callimico goeldii	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963573515.1	52231	2023-10-31	323033	13434	3493	2538088166	Callithrix geoffroyi	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCF_011100555.1	9483	2021-04-28	2398	13222669	1575302	2861174012	Callithrix jacchus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	PacBio CLR
GCA_963573495.1	867363	2023-11-01	293513	15062	4032	2585041894	Callithrix kuhlii	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCF_003265705.1	34884	2018-06-26	52955	133024	33548	2653028191	Callorhinus ursinus	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	missing
GCF_000767855.1	9837	2014-10-23	67435	139019	29656	1978996581	Camelus bactrianus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCF_036321535.1	9838	2024-01-31	366	31216184	2631906	2306564094	Camelus dromedarius	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi
GCF_009834535.1	419612	2020-01-08	4388	5365398	466868	2086859476	Camelus ferus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio CLR
GCA_034620425.1	9614	2023-12-27	213	42015997	11895604	2344462000	Canis latrans	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	missing
GCF_003254725.2	286419	2020-09-11	228	40716615	12714643	2349829267	Canis lupus dingo	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	PacBio CLR
GCF_011100685.1	9615	2020-03-10	2782	14840767	2771698	2481924852	Canis lupus familiaris	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	PacBio CLR
GCA_029224305.1	27604	2023-03-16	227076	17897	5077	2286723972	Caperea marginata	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCA_000978405.1	9923	2015-04-24	368693	19347	4746	2593727656	Capra aegagrus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCA_038502695.1	48167	2024-04-26	397581	8941	2572	2302551935	Capra falconeri	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCF_001704415.2	9925	2016-08-24	30676	18204758	27733	2922577807	Capra hircus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCA_006410555.1	72542	2019-06-24	161183	76554	15916	2692946267	Capra ibex	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCA_003182615.2	72544	2018-10-30	219570	76954	16120	2719943604	Capra sibirica	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCA_951849835.1	9858	2023-07-15	212	69851389	9722324	3187251554	Capreolus capreolus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi
GCA_012922965.1	48560	2020-04-28	144124	80310	18914	2545082775	Capreolus pygargus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCF_032405125.1	34865	2024-03-13	165	100934918	52004218	2828282078	Capricornis sumatraensis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi
GCA_004027915.1	34842	2019-01-16	2355850	4080	366	3023501156	Capromys pilorides	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	missing
GCA_016801355.1	61394	2021-02-02	149264	28968	7716	2288620516	Caracal caracal	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	missing
GCF_000164805.1	1868482	2013-09-18	492903	38165	3596	3405755564	Carlito syrichta	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_004027735.1	40233	2019-01-16	1929203	10341	353	2689025505	Carollia perspicillata	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	missing
GCF_001984765.1	51338	2017-02-04	24478	273954	40462	2517974654	Castor canadensis	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	missing
GCA_004024745.2	51154	2019-07-15	1240743	65965	399	2592535414	Catagonus wagneri	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCA_000688575.1	37548	2014-01-21	2568726	904	302	1749140834	Cavia aperea	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	missing
GCF_034190915.1	10141	2023-12-07	672	48931253	4682831	3145503316	Cavia porcellus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio HiFi
GCA_004027695.1	143287	2019-01-16	1379500	64807	528	3076220410	Cavia tschudii	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	missing
GCA_963575025.1	2826950	2023-11-02	152091	35867	9029	2679299304	Cebuella niveiventris	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963575105.1	9493	2023-11-02	153451	35755	8903	2683470218	Cebuella pygmaea	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_023783575.1	9514	2022-06-17	2079	18502463	2619514	2874442237	Cebus albifrons	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Oxford Nanopore
GCF_001604975.1	2715852	2016-04-04	159374	33936	7907	2610499605	Cebus imitator	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963574745.1	37295	2023-11-02	157787	34701	8187	2631743541	Cebus olivaceus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963574255.1	1985288	2023-11-02	157248	34722	8248	2635963157	Cebus unicolor	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_027257055.1	9477	2022-12-23	6942	5252243	488945	2940222822	Cephalopachus bancanus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_006410635.1	129224	2019-06-24	212596	39710	7649	2741487947	Cephalophus harveyi	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCF_000283155.1	73337	2012-07-31	57824	92960	24019	2366858012	Ceratotherium simum simum	Sarcopterygii	Mammalia			Laurasiatheria	Perissodactyla	missing
GCF_000955945.1	9531	2015-03-19	76762	112931	24197	2787272842	Cercocebus atys	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963574065.1	75569	2023-11-03	150902	38660	9300	2754616243	Cercocebus chrysogaster	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963574135.1	9530	2023-11-03	156552	37166	8914	2766347607	Cercocebus torquatus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_023783535.1	867370	2022-06-17	3544	13914891	2608588	2793074534	Cercopithecus albogularis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	PacBio RSII
GCA_963574115.1	36223	2023-11-02	238529	23370	5336	2699187315	Cercopithecus ascanius	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963574615.1	304410	2023-11-03	216517	26596	6159	2735679775	Cercopithecus campbelli lowei	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963575225.1	9535	2023-11-02	241871	22862	5267	2715709761	Cercopithecus cephus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963574765.1	36224	2023-11-03	190261	29594	7158	2727675184	Cercopithecus diana	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963574815.1	9536	2023-11-02	171707	32616	7947	2706197391	Cercopithecus hamlyni	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_028627265.1	36225	2023-02-16	1456707	28335	441	3080953465	Cercopithecus mitis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_014849445.1	36226	2020-10-05	1892	22791723	4142170	2902804605	Cercopithecus mona	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Oxford Nanopore
GCA_963574685.1	36227	2023-11-02	134648	44010	10713	2732952501	Cercopithecus neglectus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963575045.1	36228	2023-11-02	185480	31127	7379	2725276338	Cercopithecus nictitans	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963575065.1	100487	2023-11-02	185077	30319	7219	2722786625	Cercopithecus petaurista	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963575055.1	102108	2023-11-02	175087	33545	7819	2723539884	Cercopithecus pogonias	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963573595.1	1137049	2023-11-02	180725	31273	7554	2712684425	Cercopithecus roloway	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_006408465.1	1088058	2019-06-24	440070	22538	3273	2641914894	Cervus albirostris	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCF_019320065.1	1574408	2021-07-26	6828	914577	203519	2524706785	Cervus canadensis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio RSII
GCF_910594005.1	9860	2021-07-07	184	68741660	22815755	2886593124	Cervus elaphus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi
GCA_010411085.1	84702	2020-02-12	39708	268660	59356	2560606433	Cervus hanglu yarkandensis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing
GCA_040085125.1	9863	2024-06-07	51	89550226	55376770	2778006886	Cervus nippon	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi
GCA_004027955.1	340076	2019-01-16	7680080	1606	247	5335322029	Chaetophractus vellerosus	Sarcopterygii	Mammalia			Xenarthra	Cingulata	missing
GCA_963574435.1	47177	2023-10-31	149458	30011	7193	2207288573	Cheirogaleus major	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_008086735.1	9460	2019-08-26	130903	34905	7736	2108928330	Cheirogaleus medius	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963573755.1	2487712	2023-11-01	122093	46755	11472	2615708925	Cheracebus lucifer	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963574535.1	210166	2023-11-01	100276	58812	14534	2621797712	Cheracebus lugens	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963574635.1	1812110	2023-11-01	105442	56688	13847	2625963956	Cheracebus regulus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963574645.1	30592	2023-11-01	114989	49680	12334	2614801328	Cheracebus torquatus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCF_000276665.1	34839	2012-08-28	81656	61105	15094	2284292980	Chinchilla lanigera	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	missing
GCF_950005125.1	269649	2023-05-01	357	30960136	4284756	2393351221	Chionomys nivalis	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio HiFi
GCA_963573965.1	280163	2023-11-01	88472	61605	16335	2606994926	Chiropotes israelita	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_963574175.1	3134011	2023-11-01	108322	53522	13906	2618072054	Chiropotes sagulatus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCA_023783515.1	9534	2022-06-17	2565	9639656	1568341	2823242415	Chlorocebus aethiops	Sarcopterygii	Mammalia			Euarchontoglires	Primates	PacBio RSII
GCA_963575115.1	60710	2023-11-03	161432	33929	8597	2743151598	Chlorocebus pygerythrus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCF_015252025.1	60711	2020-11-06	15291	839654	198886	2930550240	Chlorocebus sabaeus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
GCF_015220235.1	27675	2020-11-03	1386	20994632	1369508	3133710244	Choloepus didactylus	Sarcopterygii	Mammalia			Xenarthra	Pilosa	PacBio CLR
GCA_000164785.2	9358	2014-09-30	370169	64490	6260	3223352430	Choloepus hoffmanni	Sarcopterygii	Mammalia			Xenarthra	Pilosa	missing
GCF_000296735.1	185453	2012-09-19	391344	19631	4001	3363564316	Chrysochloris asiatica	Sarcopterygii	Mammalia			Afrotheria		missing
GCA_028533335.1	68728	2023-02-09	157193	91425	21163	2328184969	Chrysocyon brachyurus	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	missing
GCA_040207285.1	537920	2024-06-17	253	42196457	5370437	2399581488	Clethrionomys rutilus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio HiFi
GCA_028534165.1	187985	2023-02-09	1798555	32746	312	2830257246	Coendou prehensilis	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	missing
GCF_000951035.1	336983	2015-03-12	197125	38363	7156	2679973136	Colobus angolensis palliatus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing
