Accession	Complete_compleasm	Single_compleasm	Duplicated_compleasm	Fragmented_compleasm	Missing_compleasm	Frameshift_compleasm	Tax_ID	Submission_Date	Species_name	Super_class	Class	Infra_class	Sub_class	Super_order	Order	Sequencing_type	Submitter
GCF_002007445.2	3322	3307	15	24	8	137	9646	2020-04-20	Ailuropoda melanoleuca	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Illumina	Institute of Zoology, Chinese Academy of Sciences
GCA_002007465.1	3310	3276	34	35	8	125	424585	2017-02-28	Ailurus styani	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Illumina	Institute of Zoology, Chinese Academy of Sciences
GCA_006408545.1	310	304	6	1206	1807	252	59517	2019-06-24	Alcelaphus buselaphus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Northwestern Polytechnical University
GCA_964270355.1	3353	3235	118	1	0	257	9852	2024-09-28	Alces alces	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Oxford Nanopore	Norwegian University of Life Sciences
GCF_014885135.2	3318	3246	72	13	23	124	100897	2020-10-13	Alexandromys fortis	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Shanghai Institute for Biological Sciences, Chinese Academy of Sciences
GCA_963919705.1	3350	3275	75	0	4	126	2162900	2023-12-20	Alexandromys oeconomus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	missing	NORWEGIAN UNIVERSITY OF LIFE SCIENCES
GCA_963574245.1	2054	2007	47	1005	269	227	54135	2023-11-03	Allenopithecus nigroviridis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574325.1	2124	2072	52	988	219	206	100224	2023-11-02	Allochrocebus lhoesti	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574925.1	2049	2000	49	1036	250	192	147649	2023-11-03	Allochrocebus preussi	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963575195.1	1977	1927	50	1077	278	219	147650	2023-11-03	Allochrocebus solatus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574145.1	1941	1876	65	1091	292	251	30590	2023-11-02	Alouatta belzebul	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963575295.1	1902	1835	67	1122	302	243	9502	2023-11-02	Alouatta caraya	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963575205.1	1937	1884	53	1066	323	227	2905217	2023-11-02	Alouatta discolor	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574365.1	1905	1842	63	1107	318	245	2946512	2023-11-02	Alouatta juara	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963573945.1	1854	1789	65	1167	311	261	198115	2023-11-02	Alouatta macconnelli	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_004027835.1	2582	2454	128	626	132	207	30589	2019-01-16	Alouatta palliata	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	Broad Institute
GCA_963574235.1	1897	1828	69	1116	317	263	1347729	2023-11-02	Alouatta seniculus puruensis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_004027475.1	3066	3042	24	246	39	123	27642	2019-01-16	Anoura caudifer	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	Illumina	Broad Institute
GCF_016432865.1	3290	3249	41	8	56	117	38775	2021-01-06	Antechinus flavipes	Sarcopterygii	Mammalia				Dasyuromorphia	missing	Nanjing Normal University
GCA_016696395.1	3316	3255	61	22	16	133	9283	2021-01-15	Antechinus stuartii	Sarcopterygii	Mammalia				Dasyuromorphia	Illumina	University of Sydney
GCA_006408585.1	3002	2939	63	286	63	203	59523	2019-06-24	Antidorcas marsupialis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Northwestern Polytechnical University
GCA_007570785.1	3338	3191	147	12	4	125	9891	2019-07-12	Antilocapra americana	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Canadas Genomic Enterprise
GCA_027563665.1	3341	3227	114	1	12	149	9440	2023-01-09	Antrozous pallidus	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	PacBio CLR	Bat1K
GCA_963573465.1	2041	1984	57	1026	269	264	30591	2023-11-01	Aotus azarai	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574505.1	2055	2006	49	1017	257	258	292213	2023-11-01	Aotus griseimembra	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCF_030222135.1	3353	3247	106	0	1	114	37293	2023-06-07	Aotus nancymaae	Sarcopterygii	Mammalia			Euarchontoglires	Primates	PacBio HiFi	University of Washington
GCA_963574785.1	2057	1992	65	1013	258	267	9505	2023-11-01	Aotus trivirgatus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963573775.1	2035	1984	51	1027	262	277	57176	2023-11-01	Aotus vociferans	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_004027875.1	2529	2488	41	659	153	140	51342	2019-01-16	Aplodontia rufa	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Broad Institute
GCA_964023405.1	3350	3321	29	1	3	84	39030	2024-04-12	Apodemus agrarius	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Oxford Nanopore	Centro Nacional de Análisis Genómico
GCA_002335545.1	1846	1827	19	953	544	457	105296	2017-09-12	Apodemus speciosus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	University of the Ryukyus
GCF_947179515.1	3348	3318	30	2	4	106	10129	2022-10-28	Apodemus sylvaticus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_963573935.1	1903	1796	107	1076	348	426	261739	2023-11-02	Arctocebus calabarensis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_040869175.1	3354	3250	104	0	0	112	37190	2024-07-25	Arctocephalus gazella	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	PacBio HiFi	Univeristy Bielefeld
GCA_028646355.1	3288	3196	92	49	16	162	161921	2023-02-16	Arctocephalus townsendi	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Illumina	DNA Zoo
GCA_038363225.1	3252	3218	34	10	92	120	51014	2024-04-22	Artibeus intermedius	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	PacBio HiFi	Bat1K Project
GCF_021234435.1	3341	3329	12	9	4	102	9417	2021-12-20	Artibeus jamaicensis	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	Oxford Nanopore	CSHL
GCA_038363175.2	3251	3230	21	10	93	118	27634	2024-05-17	Artibeus lituratus	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	PacBio HiFi	Bat1K Project
GCF_011762505.1	3343	3282	61	3	8	103	61156	2020-03-27	Arvicanthis niloticus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio CLR	Vertebrate Genomes Project
GCA_011762505.2	3343	3282	61	3	8	103	61156	2024-10-22	Arvicanthis niloticus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio CLR	Vertebrate Genomes Project
GCF_903992535.2	3345	3284	61	3	6	205	1047088	2021-05-15	Arvicola amphibius	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio CLR	Wellcome Sanger Institute
GCA_043727835.1	3351	3292	59	1	2	107	188568	2024-10-24	Aselliscus stoliczkanus	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	PacBio HiFi	Bat1K
GCA_963573605.1	2397	2357	40	780	161	202	9507	2023-10-31	Ateles belzebuth	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574935.1	2414	2361	53	786	137	194	118643	2023-10-31	Ateles chamek	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_036589455.1	3267	3144	123	21	66	1430	9508	2024-02-13	Ateles fusciceps	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Oxford Nanopore	Iridian Genomes
GCA_023783555.1	3340	3281	59	9	5	240	9509	2022-06-17	Ateles geoffroyi	Sarcopterygii	Mammalia			Euarchontoglires	Primates	PacBio RSII	BGI-Shenzhen
GCA_916098195.1	3350	3293	57	3	1	1526	129801	2021-09-22	Ateles hybridus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing	IBE (Institut de Biologia Evolutiva))
GCA_963573555.1	2434	2386	48	739	166	187	1529884	2023-11-02	Ateles marginatus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963573985.1	2468	2424	44	717	150	185	9510	2023-10-31	Ateles paniscus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963575035.1	2045	2020	25	1036	256	166	122246	2023-10-31	Avahi laniger	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963573525.1	1734	1714	20	1168	411	184	1313323	2023-10-30	Avahi peyrierasi	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_003798545.1	3342	3226	116	6	6	104	57737	2018-11-20	Axis porcinus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Novogene Bioinformatics Technology Corporation
GCA_028533215.1	3095	3072	23	198	61	177	1303000	2023-02-09	Babyrousa celebensis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	DNA Zoo
GCF_949987535.1	3345	3280	65	5	4	119	9767	2023-05-01	Balaenoptera acutorostrata	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	WELLCOME SANGER INSTITUTE
GCA_000978805.1	1855	1819	36	1137	335	243	33556	2015-03-18	Balaenoptera bonaerensis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Division of Biological Science, Graduate School of Science, Kyoto University
GCF_009873245.2	3350	3276	74	1	3	160	9771	2020-10-02	Balaenoptera musculus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio CLR	G10K
GCA_023338255.1	3292	3228	64	47	13	135	9770	2022-05-11	Balaenoptera physalus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing	Senckenberg BiK-F
GCF_028023285.1	3350	3280	70	1	3	92	2746895	2023-01-30	Balaenoptera ricei	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	Vertebrate Genomes Project
GCA_004027495.1	2698	2669	29	520	125	121	59527	2019-01-16	Beatragus hunteri	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Broad Institute
GCA_023548195.1	3340	3285	55	5	9	93	881300	2022-05-25	Bettongia penicillata ogilbyi	Sarcopterygii	Mammalia				Diprotodontia	missing	The University of Sydney
GCF_000754665.1	3253	3200	53	82	19	242	43346	2014-10-08	Bison bison bison	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	University of Maryland
GCA_963879515.1	3351	3286	65	1	2	99	9902	2023-12-17	Bison bonasus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	ETH ZURICH
GCA_043643345.1	3319	3262	57	2	33	172	30520	2024-10-24	Bos frontalis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio RSII	yunnan university
GCA_014182915.2	3350	3297	53	2	2	298	9904	2020-08-14	Bos gaurus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing	USDA, ARS, USMARC
GCA_946052875.1	3353	3293	60	1	0	104	1705790	2022-09-11	Bos gaurus x Bos taurus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing	ETH ZURICH
GCA_005887515.3	3266	3222	44	13	75	301	30521	2019-06-10	Bos grunniens	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Oxford Nanopore	Lanzhou University
GCA_009493645.1	3352	3294	58	2	0	150	331036	2019-11-04	Bos grunniens x Bos taurus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	University of Nebraska - Lincoln
GCF_000247795.1	3206	3136	70	39	109	170	9915	2014-11-25	Bos indicus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing	Genoa Biotecnologia SA   
GCF_003369695.1	3342	3285	57	3	9	122	30522	2018-11-30	Bos indicus x Bos taurus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio RSII	University of Adelaide
GCF_032452875.1	3353	3300	53	1	0	105	9906	2023-10-11	Bos javanicus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Oxford Nanopore	Ruminant T2T Consortium
GCF_000298355.1	3301	3273	28	44	9	247	72004	2013-01-09	Bos mutus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	BGI-shenzhen
GCF_002263795.3	3353	3292	61	1	0	109	9913	2023-07-01	Bos taurus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio CLR	USDA ARS
GCA_018282465.1	3353	3296	57	1	0	125	297284	2021-05-06	Bos taurus x Bison bison	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Oxford Nanopore	USDA ARS
GCA_004027775.1	1284	1223	61	909	1150	448	9355	2019-01-16	Bradypus variegatus	Sarcopterygii	Mammalia			Xenarthra	Pilosa	Illumina	Broad Institute
GCA_001685075.1	3046	3010	36	244	62	292	3370998	2016-07-14	Bramus lutescens	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Erasmus medical center (ErasmusMC)
GCF_019923935.1	3341	3294	47	6	7	109	89462	2021-09-10	Bubalus bubalis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio CLR	National Dairy Development Board, India
GCA_025584935.1	2512	2469	43	673	157	141	27596	2022-10-05	Bubalus depressicornis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Museum national dHistoire naturelle
GCF_029407905.1	3353	3302	51	1	0	96	3119969	2023-03-31	Bubalus kerabau	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	University of Adelaide
GCF_023091745.1	3353	3262	91	1	0	97	37181	2022-04-22	Budorcas taxicolor	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	Northwest A&F University
GCA_029593785.1	1816	1688	128	1118	387	455	48852	2023-04-05	Cabassous unicinctus	Sarcopterygii	Mammalia			Xenarthra	Cingulata	Illumina	CNRS - Universite de Montpellier
GCA_963573425.1	2609	2578	31	616	122	152	535896	2023-10-31	Cacajao ayresi	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963573955.1	2571	2542	29	636	136	150	30596	2023-10-31	Cacajao calvus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963573795.1	2582	2548	34	647	115	160	535897	2023-10-31	Cacajao hosomi	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963573385.1	2555	2534	21	658	131	150	70825	2023-11-01	Cacajao melanocephalus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963573925.1	1785	1733	52	1191	348	298	9495	2023-11-02	Callimico goeldii	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963573515.1	1480	1441	39	1335	507	337	52231	2023-10-31	Callithrix geoffroyi	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCF_011100555.1	3347	3254	93	4	3	124	9483	2021-04-28	Callithrix jacchus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	PacBio CLR	Vertebrate Genomes Project
GCA_963573495.1	1567	1519	48	1296	457	338	867363	2023-11-01	Callithrix kuhlii	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCF_003265705.1	3347	2875	472	4	3	122	34884	2018-06-26	Callorhinus ursinus	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Illumina	Canadas Genomics Enterprise
GCF_000767855.1	3306	3295	11	38	10	225	9837	2014-10-23	Camelus bactrianus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Inner Mongolia Agricultural University, P.R.China
GCF_036321535.1	3313	3293	20	3	38	96	9838	2024-01-31	Camelus dromedarius	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	Vertebrate Genomes Project
GCF_009834535.1	3338	3327	11	13	3	187	419612	2020-01-08	Camelus ferus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio CLR	The Bactrian Camels Genome Sequencing and Analysis Consortium
GCA_034620425.1	3340	3284	56	1	13	289	9614	2023-12-27	Canis latrans	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	missing	Texas A&M University
GCF_003254725.2	3352	3295	57	1	1	121	286419	2020-09-11	Canis lupus dingo	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	PacBio CLR	James Cook University
GCF_011100685.1	3351	3285	66	1	2	126	9615	2020-03-10	Canis lupus familiaris	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	PacBio CLR	Uppsala University
GCA_029224305.1	2474	2402	72	689	178	347	27604	2023-03-16	Caperea marginata	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing	Senckenberg BiK-F, LOEWE-TBG
GCA_000978405.1	3184	3134	50	129	41	212	9923	2015-04-24	Capra aegagrus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	BGI
GCA_038502695.1	1641	1623	18	1254	437	159	48167	2024-04-26	Capra falconeri	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Hazara university Mansehra
GCF_001704415.2	3345	3286	59	8	1	112	9925	2016-08-24	Capra hircus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	missing	USDA ARS
GCA_006410555.1	1965	1935	30	55	1334	158	72542	2019-06-24	Capra ibex	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Northwestern Polytechnical University
GCA_003182615.2	3347	3285	62	7	0	99	72544	2018-10-30	Capra sibirica	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Northwest A&F University
GCA_951849835.1	3351	3227	124	1	2	139	9858	2023-07-15	Capreolus capreolus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	ETH ZURICH
GCA_012922965.1	3320	3227	93	26	7	128	48560	2020-04-28	Capreolus pygargus	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Northwestern Polytechnical University
GCF_032405125.1	3353	3277	76	1	0	87	34865	2024-03-13	Capricornis sumatraensis	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	PacBio HiFi	Northwest A&F University
GCA_004027915.1	1785	1692	93	990	549	373	34842	2019-01-16	Capromys pilorides	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Broad Institute
GCA_016801355.1	3303	3293	10	41	9	125	61394	2021-02-02	Caracal caracal	Sarcopterygii	Mammalia			Laurasiatheria	Carnivora	Illumina	Felidae consortium
GCF_000164805.1	3128	3088	40	172	49	166	1868482	2013-09-18	Carlito syrichta	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	Washington University (WashU)
GCA_004027735.1	1756	1727	29	1167	394	176	40233	2019-01-16	Carollia perspicillata	Sarcopterygii	Mammalia			Laurasiatheria	Chiroptera	Illumina	Broad Institute
GCF_001984765.1	3059	3001	58	232	60	300	51338	2017-02-04	Castor canadensis	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Hospital for Sick Children
GCA_004024745.2	3342	3330	12	7	5	108	51154	2019-07-15	Catagonus wagneri	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Broad Institute
GCA_000688575.1	2758	2734	24	357	239	483	37548	2014-01-21	Cavia aperea	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Leibniz Institute for Zoo and Wildlife research
GCF_034190915.1	3350	3318	32	1	3	92	10141	2023-12-07	Cavia porcellus	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	PacBio HiFi	University of Maryland
GCA_004027695.1	2962	2940	22	328	59	118	143287	2019-01-16	Cavia tschudii	Sarcopterygii	Mammalia			Euarchontoglires	Rodentia	Illumina	Broad Institute
GCA_963575025.1	2086	2017	69	994	257	258	2826950	2023-11-02	Cebuella niveiventris	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963575105.1	2083	2011	72	1003	244	271	9493	2023-11-02	Cebuella pygmaea	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_023783575.1	3316	3235	81	14	24	222	9514	2022-06-17	Cebus albifrons	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Oxford Nanopore	BGI-Shenzhen
GCF_001604975.1	3326	3259	67	26	2	150	2715852	2016-04-04	Cebus imitator	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	McDonnell Genome Institute - Washington University School of Medicine
GCA_963574745.1	1850	1798	52	1133	348	279	37295	2023-11-02	Cebus olivaceus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574255.1	1846	1795	51	1139	344	299	1985288	2023-11-02	Cebus unicolor	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_027257055.1	3294	3259	35	32	26	204	9477	2022-12-23	Cephalopachus bancanus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	missing	BGI
GCA_006410635.1	3102	3045	57	207	42	150	129224	2019-06-24	Cephalophus harveyi	Sarcopterygii	Mammalia			Laurasiatheria	Artiodactyla	Illumina	Northwestern Polytechnical University
GCF_000283155.1	3348	3327	21	5	1	91	73337	2012-07-31	Ceratotherium simum simum	Sarcopterygii	Mammalia			Laurasiatheria	Perissodactyla	Illumina	Broad Institute
GCF_000955945.1	3338	3299	39	10	6	140	9531	2015-03-19	Cercocebus atys	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	Human Genome Sequencing Center - BCM
GCA_963574065.1	1930	1892	38	1115	283	225	75569	2023-11-03	Cercocebus chrysogaster	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574135.1	1917	1886	31	1131	285	232	9530	2023-11-03	Cercocebus torquatus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_023783535.1	3320	3246	74	10	24	202	867370	2022-06-17	Cercopithecus albogularis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	PacBio RSII	BGI-Shenzhen
GCA_963574115.1	1753	1714	39	1254	327	228	36223	2023-11-02	Cercopithecus ascanius	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574615.1	1836	1796	40	1166	324	233	304410	2023-11-03	Cercopithecus campbelli lowei	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963575225.1	1725	1688	37	1244	354	239	9535	2023-11-02	Cercopithecus cephus	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574765.1	1889	1852	37	1142	297	236	36224	2023-11-03	Cercopithecus diana	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_963574815.1	1906	1862	44	1113	311	234	9536	2023-11-02	Cercopithecus hamlyni	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	IBE(CSIC-UNIVERSITAT POMPEU FABRA)
GCA_028627265.1	2885	2835	50	346	110	236	36225	2023-02-16	Cercopithecus mitis	Sarcopterygii	Mammalia			Euarchontoglires	Primates	Illumina	DNA Zoo
