191477	species	Pelobates fuscus	GCA_036172605.1	Anura	3606456729	29412599	387735018	508	159	13	42	GCA_036172575.1,GCA_036172585.1	primary	primary	PRJNA1060730;PRJNA1062344;PRJNA489243;PRJNA533106	Chromosome	2024-01-26
233781	species	Pelodytes ibericus	GCA_036172795.1	Anura	2077641644	19137354	222280400	360	98	12	39.5	GCA_036172765.1,GCA_036172775.1	primary	primary	PRJNA1008780;PRJNA1062339;PRJNA489243;PRJNA533106	Chromosome	2024-01-26
43566	species	Rhinophrynus dorsalis	GCA_037306005.1	Anura	4745552136	12994863	565843407	2495	463	11	42	GCA_037306015.1	primary	primary	PRJNA1085474;PRJNA1086928;PRJNA489243;PRJNA533106	Chromosome	2024-03-20
3061075	species	Mixophyes fleayi	GCA_038048845.1	Anura	2969628263	4050021	346624570	4227	2806	12	40.5	GCA_038048865.1	primary	primary	PRJNA1071269;PRJNA1096747;PRJNA489243;PRJNA533106	Chromosome	2024-04-17
288555	species	Xenopus petersii	GCA_038501925.1	Anura	2883778474	15294995	160347489	1387	887	18	39.5	GCA_038501915.1	primary	primary	PRJNA1058702;PRJNA1104629;PRJNA489243;PRJNA533106	Chromosome	2024-04-29
8439	species	Ascaphus truei	GCA_040206685.1	Anura	3722616900	981472	424004025	9569	3549	23	45	GCA_040206675.1	primary	primary	PRJNA1106995;PRJNA1108278;PRJNA489243;PRJNA533106	Chromosome	2024-06-17
76066	species	Engystomops pustulosus	GCA_040894005.1	Anura	2158203323	21805561	214838416	1372	936	11	43	GCA_040894015.1	primary	primary	PRJNA1135147;PRJNA1144444;PRJNA489243;PRJNA533106	Chromosome	2024-07-30
43514	species	Mantella aurantiaca	GCA_048565335.1	Anura	3319283846	2243248	372175235	6532	2611	13	41	GCA_048565345.1	primary	primary	PRJNA1220199;PRJNA1232177;PRJNA489243;PRJNA533106	Chromosome	2025-03-12
238106	species	Anomaloglossus baeobatrachus	GCA_048569485.1	Anura	6265077250	2835192	707508717	7414	3642	12	46.5	GCA_048569465.1	primary	primary	PRJNA1226914;PRJNA1235750;PRJNA489243;PRJNA533106	Chromosome	2025-03-13
194408	species	Rhinatrema bivittatum	GCA_901001135.2	Gymnophiona	5319222779	3216284	486875112	4900	1329	19	44.5	GCA_901001175.1,GCA_901001135.1	primary	primary	PRJEB32111;PRJEB32113;PRJEB43745;PRJNA489243;PRJNA533106	Chromosome	2021-04-24
1415580	species	Microcaecilia unicolor	GCA_901765095.2	Gymnophiona	4685923413	3661507	376147139	3529	1080	14	44	GCA_901765105.1,GCA_901765095.1	primary	primary	PRJEB32737;PRJEB32739;PRJEB43745;PRJNA489243;PRJNA533106	Chromosome	2021-04-24
256425	species	Lissotriton helveticus	GCA_964261635.1	Caudata	23170028842	7795245	2132484007	5693	448	17	45	GCA_964258895.1	primary	primary	PRJEB40665;PRJEB43510;PRJEB43745;PRJEB69288;PRJEB79500;PRJNA489243;PRJNA533106	Chromosome	2024-10-17
8324	species	Lissotriton vulgaris	GCA_964263255.1	Caudata	24226223864	6568731	1925992481	19295	15265	16	45	GCA_964261385.1	primary	primary	PRJEB40665;PRJEB43510;PRJEB43745;PRJEB69290;PRJEB79654;PRJNA489243;PRJNA533106	Chromosome	2024-10-17
495146	species	Pseudophryne corroboree	GCA_028390025.1	Anura	8872758793	6819095	846894890	5826	3127	12	45.550000000000004	GCA_028390055.1	primary	primary	PRJNA489243;PRJNA533106;PRJNA921726;PRJNA928730	Chromosome	2023-02-06
260995	species	Geotrypetes seraphini	GCA_902459505.2	Gymnophiona	3779413726	20656571	272612222	596	163	19	43.18	GCA_902459495.1,GCA_902459505.1	primary	primary	PRJEB33992;PRJEB33993;PRJEB43745;PRJNA489243;PRJNA533106	Chromosome	2021-04-24
8384	species	Bufo bufo	GCA_905171765.1	Anura	5044744194	3959750	635713434	5501	1306	11	44.410000000000004	GCA_905171715.1	primary	primary	PRJEB40665;PRJEB42168;PRJEB42238;PRJEB43510;PRJEB43745;PRJNA489243;PRJNA533106	Chromosome	2021-01-28
8407	species	Rana temporaria	GCA_905171775.1	Anura	4111422596	6264810	481763206	2411	554	13	43.88	GCA_905171725.1	primary	primary	PRJEB40665;PRJEB42171;PRJEB42239;PRJEB43510;PRJEB43745;PRJNA489243;PRJNA533106	Chromosome	2021-01-28
8323	species	Triturus cristatus	GCA_964204655.1	Caudata	22324616549	8497210	1248769876	6001	1303	17	45.53	GCA_964204665.1	primary	primary	PRJEB40665;PRJEB43510;PRJEB43745;PRJEB75439;PRJEB78383;PRJNA489243;PRJNA533106	Chromosome	2024-07-31
8348	species	Bombina variegata	GCA_964205295.1	Anura	9369772323	1741680	1114117749	11427	4756	12	38.93	GCA_964205305.1	primary	primary	PRJEB43745;PRJEB74356;PRJEB76886;PRJNA489243;PRJNA533106	Chromosome	2024-07-29
45623	species	Pelophylax lessonae	GCA_965119305.1	Anura	5811227458	3786355	677924506	4371	1327	13	43.76	GCA_965119315.1	primary	primary	PRJEB40665;PRJEB43510;PRJEB43745;PRJEB80341;PRJEB85310;PRJNA489243;PRJNA533106	Chromosome	2025-02-11
39638	species	Agelaius phoeniceus	GCA_020745825.3	Passeriformes	1188530404	22833505	36435137	515	440	37	43		primary	primary	PRJNA735624	Chromosome	2023-03-15
8845	species	Anser cygnoides	GCA_040182565.1	Anseriformes	1215337776	39655246	81007908	116	74	40	43		primary	primary	PRJNA1111257	Chromosome	2024-06-14
9031	species	Gallus gallus	GCA_016699485.1	Galliformes	1053315467	18834961	90861225	676	213	41	42	GCA_016700215.2	primary	primary	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA660757;PRJNA673216	Chromosome	2021-01-19
57412	species	Colius striatus	GCA_028858725.2	Coliiformes	1212464869	21931325	89023854	348	190	32	42.5	GCA_028858625.2	primary	primary	PRJNA489243;PRJNA533106;PRJNA936149;PRJNA938129	Chromosome	2023-02-24
8790	species	Dromaius novaehollandiae	GCA_036370855.1	Casuariiformes	1468706110	24239989	77929039	400	271	41	44	GCA_036417515.1	primary	primary	PRJNA1061216;PRJNA1067667;PRJNA489243;PRJNA533106	Chromosome	2024-02-26
678569	species	Lathamus discolor	GCA_037157495.1	Psittaciformes	1241003407	19972387	126105786	553	367	26	42.5	GCA_037157625.1	primary	primary	PRJNA1085017;PRJNA1086524;PRJNA489243;PRJNA533106	Chromosome	2024-03-15
8869	species	Cygnus olor	GCA_009769625.2	Anseriformes	1134169903	8308965	81481363	621	170	36	42	GCA_009769485.2	primary	primary	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA561960;PRJNA562205	Chromosome	2021-03-31
8801	species	Struthio camelus	GCA_040807025.1	Struthioniformes	1452018929	28829471	84633522	378	262	41	44.5	GCA_040807015.1	primary	primary	PRJNA1129091;PRJNA1135236;PRJNA489243;PRJNA533106	Chromosome	2024-07-22
372321	species	Patagioenas fasciata	GCA_037038585.2	Columbiformes	1454324034	48246320	71669782	497	360	41	44	GCA_036971685.2	primary	primary	PRJNA1078807;PRJNA1080603;PRJNA489243;PRJNA533106	Chromosome	2025-02-07
2939378	species	Oenanthe melanoleuca	GCA_029582105.1	Passeriformes	1036256795	7795761	69618406	1169	587	31	42		primary	primary	PRJNA937434	Chromosome	2023-04-06
48891	species	Poecile atricapillus	GCA_030490865.1	Passeriformes	1251116877	8462732	107919339	708	306	41	42.5	GCA_030490855.1	primary	primary	PRJNA1078797;PRJNA489243;PRJNA533106;PRJNA972429	Chromosome	2023-07-18
8795	species	Rhea pennata	GCA_028389875.1	Rheiformes	1269000025	19335416	82467789	307	179	40	42.5	GCA_028389885.1	primary	primary	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA918801;PRJNA928731	Chromosome	2023-02-06
59729	species	Taeniopygia guttata	GCA_048771995.1	Passeriformes	1141148522	65033001	72089520	50	41	41	42.5	GCA_048772025.1	primary	primary	PRJNA1229770;PRJNA1236351;PRJNA489243;PRJNA533106	Chromosome	2025-03-21
9244	species	Calypte anna	GCA_003957555.2	Apodiformes	1059687259	14522327	74081004	584	159	33	41.5	GCA_003957575.1,GCA_000699085.1,GCA_002021895.1	primary	primary	PRJNA489139;PRJNA489243;PRJNA489244;PRJNA510144;PRJNA533106	Chromosome	2019-05-17
121530	species	Tauraco erythrolophus	GCA_009769465.1	Musophagiformes	1252271553	11927027	85562082	484	140	33	42.5	GCA_009764505.1		primary	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA561947;PRJNA562246	Chromosome	2019-12-19
240206	species	Pterocles gutturalis	GCA_009769525.1	Pterocliformes	1127398289	12131577	43262132	330	88	36	42.5	GCA_009769505.1		primary	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA561958;PRJNA562241	Chromosome	2019-12-23
54380	species	Cariama cristata	GCA_009819825.1	Cariamiformes	1215224075	13514148	30176635	303	109	52	42	GCA_009819485.1		primary	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA561892;PRJNA562192	Chromosome	2019-12-31
57421	species	Merops nubicus	GCA_009819595.1	Coraciiformes	1149337515	12372304	49132790	377	108	36	43	GCA_009819585.1		primary	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA561894;PRJNA562222	Chromosome	2019-12-31
100784	subspecies	Balearica regulorum gibbericeps	GCA_011004875.1	Gruiformes	1221032548	23326060	82577926	248	104	37	42.5	GCA_011004865.1		primary	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA561890;PRJNA562181	Chromosome	2020-03-05
118200	species	Dryobates pubescens	GCA_014839835.1	Piciformes	1187939694	19150283	38715865	367	180	46	45.5	GCA_014839825.1	primary	primary	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA561991;PRJNA562232	Chromosome	2020-10-02
43150	species	Hirundo rustica	GCA_015227805.3	Passeriformes	1105955550	2794774	76187387	1719	617	41	42.5	GCA_015227815.3	primary	primary	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA636192;PRJNA641117	Chromosome	2021-11-30
57068	species	Acanthisitta chloris	GCA_016904835.1	Passeriformes	1077368553	16681756	40827287	400	205	38	42.5	GCA_016880875.1		primary	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA561954;PRJNA562166	Chromosome	2021-02-17
55661	species	Cuculus canorus	GCA_017976375.1	Cuculiformes	1180136575	20797936	78325852	446	150	41	42	GCA_017976305.1	primary	primary	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA562015;PRJNA562200	Chromosome	2021-04-15
8895	species	Apus apus	GCA_020740795.1	Apodiformes	1100361224	25561769	115508478	365	109	31	42	GCA_020740585.1	primary	primary	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA776336;PRJNA776865	Chromosome	2021-11-04
134902	species	Corvus hawaiiensis	GCA_020740725.1	Passeriformes	1151594481	23064755	76278832	481	187	43	43.5	GCA_020740675.1	primary	primary	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA774314;PRJNA776866	Chromosome	2021-11-04
1118847	species	Theristicus caerulescens	GCA_020745775.1	Pelecaniformes	1203353649	37098842	101368359	191	87	26	42.5	GCA_020745805.1	primary	primary	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA774297;PRJNA776872	Chromosome	2021-11-05
64668	species	Lagopus muta	GCA_023343835.1	Galliformes	1026755127	17905263	71229700	374	164	40	41.5	GCA_023344045.1	primary	primary	PRJNA489243;PRJNA533106;PRJNA836583;PRJNA843060	Chromosome	2022-05-12
345164	species	Falco cherrug	GCA_023634085.1	Falconiformes	1309366964	21245687	92426045	540	282	24	43	GCA_023634115.1	primary	primary	PRJNA489243;PRJNA533106;PRJNA842831;PRJNA844067	Chromosome	2022-06-02
8954	species	Falco peregrinus	GCA_023634155.1	Falconiformes	1311580791	15744644	93682670	356	124	23	42.5	GCA_023634185.1	primary	primary	PRJNA489243;PRJNA533106;PRJNA842834;PRJNA844070	Chromosome	2022-06-02
46513	species	Phaethornis superciliosus	GCA_023637945.2	Apodiformes	1020009783	35194150	72671965	205	65	36	41	GCA_023637925.2	primary	primary	PRJNA489243;PRJNA533106;PRJNA785144;PRJNA789234	Chromosome	2025-02-06
202280	species	Harpia harpyja	GCA_026419915.1	Accipitriformes	1351447071	16799191	58111031	664	322	30	43.5	GCA_026419925.1	primary	primary	PRJNA489243;PRJNA533106;PRJNA896141;PRJNA903882	Chromosome	2022-11-27
81927	species	Vidua chalybeata	GCA_026979565.1	Passeriformes	1080440577	15819291	72553174	635	177	41	42	GCA_013398495.1,GCA_026979555.1	primary	primary	PRJNA489243;PRJNA533106;PRJNA889055;PRJNA912708	Chromosome	2022-12-21
30427	species	Haemorhous mexicanus	GCA_027477595.1	Passeriformes	1148216196	16787335	77212160	478	183	41	43	GCA_027406555.1	primary	primary	PRJNA489243;PRJNA533106;PRJNA839499;PRJNA915091	Chromosome	2022-12-29
9240	species	Spheniscus humboldti	GCA_027474245.1	Sphenisciformes	1358357718	13936613	89079306	389	136	37	44	GCA_027474345.1	primary	primary	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA838343;PRJNA922133	Chromosome	2022-12-28
279927	species	Acridotheres tristis	GCA_027559615.1	Passeriformes	1193400391	7308823	75254055	889	454	38	42.5	GCA_027559525.1		primary	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA839507;PRJNA922139	Chromosome	2023-01-09
54386	species	Rhynochetos jubatus	GCA_027574665.1	Eurypygiformes	1331454348	10485863	63592491	448	148	43	45	GCA_027595965.1	primary	primary	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA916495;PRJNA922141	Chromosome	2023-01-09
2857394	species	Ammospiza nelsoni	GCA_027579445.1	Passeriformes	1185463352	12036358	74723840	292	77	37	43	GCA_027579665.1	primary	primary	PRJNA489243;PRJNA533106;PRJNA839456;PRJNA922164	Chromosome	2023-01-09
2857398	species	Ammospiza caudacuta	GCA_027887145.1	Passeriformes	1241209685	8252193	78443464	645	282	40	43.5	GCA_027887135.1	primary	primary	PRJNA489243;PRJNA489244;PRJNA533106;PRJNA839452;PRJNA922976	Chromosome	2023-01-18
33610	species	Gypaetus barbatus	GCA_028022735.1	Accipitriformes	1365299843	18064636	52189775	491	232	31	43.5	GCA_028017155.1	primary	primary	PRJEB43510;PRJEB49670;PRJNA489243;PRJNA489244;PRJNA533106;PRJNA912841;PRJNA927017	Chromosome	2023-01-31
44398	species	Melospiza georgiana	GCA_028018845.1	Passeriformes	1162015399	10446106	74254230	276	40	36	43	GCA_028019105.1	primary	primary	PRJNA489243;PRJNA533106;PRJNA915609;PRJNA927021	Chromosome	2023-01-31
8905	species	Podargus strigoides	GCA_028020825.1	Caprimulgiformes	1271141449	11637970	58393285	1241	1038	45	42.5	GCA_028020675.1	primary	primary	PRJNA489243;PRJNA533106;PRJNA912327;PRJNA926650	Chromosome	2023-01-31
75485	species	Rissa tridactyla	GCA_028500815.1	Charadriiformes	1353621101	15653959	88208671	999	716	32	44.5	GCA_028501385.1	primary	primary	PRJNA489243;PRJNA533106;PRJNA909853;PRJNA911786	Chromosome	2023-02-09
9226	species	Ara ararauna	GCA_028858755.1	Psittaciformes	1224360198	38811057	110438430	353	246	35	42.5	GCA_028858555.1	primary	primary	PRJNA489243;PRJNA533106;PRJNA931362;PRJNA935292	Chromosome	2023-02-24
9117	species	Grus americana	GCA_028858705.1	Gruiformes	1257821324	28324902	82903739	1190	929	40	43	GCA_028858595.1	primary	primary	PRJNA489243;PRJNA533106;PRJNA924953;PRJNA938116	Chromosome	2023-02-24
36300	species	Pelecanus crispus	GCA_030463565.1	Pelecaniformes	1314568463	9666746	86807213	700	310	34	43.5	GCA_030449815.1		primary	PRJNA489243;PRJNA533106;PRJNA984931;PRJNA986544	Chromosome	2023-07-18
30419	species	Opisthocomus hoazin	GCA_030867145.1	Opisthocomiformes	1482459898	14274197	80946297	683	415	41	45.5	GCA_030867165.1		primary	PRJNA1007258;PRJNA1008722;PRJNA489243;PRJNA533106	Chromosome	2023-08-24
37040	species	Gavia stellata	GCA_030936135.1	Gaviiformes	1321270170	13765203	50637386	1434	1185	44	43	GCA_030936125.1	primary	primary	PRJNA1008847;PRJNA1009091;PRJNA489243;PRJNA533106	Chromosome	2023-08-30
37578	species	Morus bassanus	GCA_031468815.1	Suliformes	1294787636	10178591	85624757	668	420	34	42.5	GCA_031468805.1	primary	primary	PRJNA1009681;PRJNA1010264;PRJNA489243;PRJNA533106	Chromosome	2023-09-15
111821	species	Strix aluco	GCA_031877795.1	Strigiformes	1414783145	11872084	89389700	483	202	41	42.5	GCA_031877785.1	primary	primary	PRJNA1007267;PRJNA1008725;PRJNA489243;PRJNA533106	Chromosome	2023-09-25
161624	species	Passerculus sandwichensis	GCA_031885435.1	Passeriformes	1270923488	19816254	64395891	358	109	41	43.5	GCA_031876245.1	primary	primary	PRJNA1006784;PRJNA1014448;PRJNA489243;PRJNA533106	Chromosome	2023-09-25
8932	species	Columba livia	GCA_036013475.2	Columbiformes	1325566026	14042120	68980706	1118	869	41	42	GCA_036010775.2	primary	primary	PRJNA1054131;PRJNA1063711;PRJNA489243;PRJNA533106	Chromosome	2024-04-08
188344	species	Leptosomus discolor	GCA_034619455.1	Coraciiformes	1327905210	8029456	82108581	625	335	29	43.5	GCA_034619465.1		primary	PRJNA1013356;PRJNA1048942;PRJNA489243;PRJNA533106	Chromosome	2023-12-27
1914991	subspecies	Melospiza melodia melodia	GCA_035770615.1	Passeriformes	1541245192	19453098	77460261	652	353	33	45	GCA_035771015.1	primary	primary	PRJNA1006794;PRJNA1061206;PRJNA489243;PRJNA533106	Chromosome	2024-01-24
187106	species	Caloenas nicobarica	GCA_036013445.1	Columbiformes	1285834579	25101800	79699707	923	806	40	44.5	GCA_036010745.1	primary	primary	PRJNA1061158;PRJNA1061556;PRJNA489243;PRJNA533106	Chromosome	2024-01-26
3111550	subspecies	Ammospiza maritima maritima	GCA_036010785.1	Passeriformes	1397839254	8735889	67791739	865	500	39	44	GCA_036010685.1	primary	primary	PRJNA1060856;PRJNA1061555;PRJNA489243;PRJNA533106	Chromosome	2024-01-24
472823	species	Heliangelus exortis	GCA_036169615.1	Apodiformes	1049650714	8413062	73898144	568	131	33	41.5	GCA_036172335.1	primary	primary	PRJNA1012326;PRJNA1014435;PRJNA489243;PRJNA533106	Chromosome	2024-01-26
415032	species	Pseudopipra pipra	GCA_036250125.1	Passeriformes	1165201947	10447158	75011098	1019	696	33	42.5	GCA_036250135.1	primary	primary	PRJNA1057371;PRJNA1068568;PRJNA489243;PRJNA533106	Chromosome	2024-01-31
187382	species	Chlamydotis macqueenii	GCA_036417535.1	Otidiformes	1273916401	25335467	84623986	428	328	38	43	GCA_036418225.1		primary	PRJNA1064422;PRJNA1067650;PRJNA489243;PRJNA533106	Chromosome	2024-02-07
48849	species	Passer domesticus	GCA_036417665.1	Passeriformes	1310114252	20590000	83066519	536	334	39	44	GCA_036417895.1	primary	primary	PRJNA1064421;PRJNA1072095;PRJNA489243;PRJNA533106	Chromosome	2024-02-07
2696672	species	Apteryx mantelli	GCA_036417845.1	Apterygiformes	1504396159	19797665	88095958	578	408	43	44	GCA_036417975.1	primary	primary	PRJNA1061176;PRJNA1063290;PRJNA489243;PRJNA533106	Chromosome	2024-02-06
1570318	species	Mergus octosetaceus	GCA_036873955.1	Anseriformes	1245774584	10800487	83836255	895	568	36	42.5	GCA_036850655.1	primary	primary	PRJNA1072166;PRJNA1076174;PRJNA489243;PRJNA533106	Chromosome	2024-02-26
43583	species	Sarcoramphus papa	GCA_037962945.1	Accipitriformes	1543931415	40899883	96420541	277	123	41	44	GCA_037950955.1	primary	primary	PRJNA1093106;PRJNA1094962;PRJNA489243;PRJNA533106	Chromosome	2024-04-04
151761	species	Amazona ochrocephala	GCA_039720435.1	Psittaciformes	1361896792	14879228	92674118	1876	1678	34	43.5	GCA_039720425.1	primary	primary	PRJNA1102367;PRJNA1103237;PRJNA489243;PRJNA533106	Chromosome	2024-05-24
46218	species	Excalfactoria chinensis	GCA_039878825.1	Galliformes	966847183	7816141	86361526	521	191	33	41.5	GCA_039878515.1	primary	primary	PRJNA1108770;PRJNA1112841;PRJNA489243;PRJNA533106	Chromosome	2024-05-31
48277	species	Aegotheles albertisi	GCA_039906565.1	Caprimulgiformes	1167479976	9620782	46898397	1030	591	39	42.5	GCA_039906465.1	primary	primary	PRJNA1104699;PRJNA1112837;PRJNA489243;PRJNA533106	Chromosome	2024-05-31
51906	species	Guaruba guarouba	GCA_045345405.1	Psittaciformes	1366127126	33341676	109727540	389	216	36	43.5	GCA_045519325.1	primary	primary	PRJNA1180119;PRJNA1180972;PRJNA1180976;PRJNA489243;PRJNA533106	Chromosome	2024-12-02
252789	species	Morphnus guianensis	GCA_045345515.1	Accipitriformes	1576624229	26372894	61450600	708	544	28	44.5	GCA_045345505.1	primary	primary	PRJNA1180117;PRJNA1180970;PRJNA1180976;PRJNA489243;PRJNA533106	Chromosome	2024-12-02
1566151	species	Willisornis vidua	GCA_045364795.1	Passeriformes	1233406177	4357226	68492996	2283	1510	41	44	GCA_045364805.1	primary	primary	PRJNA1180198;PRJNA1180969;PRJNA1180976;PRJNA489243;PRJNA533106	Chromosome	2024-12-02
28727	species	Cyanocitta cristata	GCA_046129655.1	Passeriformes	1227159539	6932545	76484566	708	315	39	43.5	GCA_046129645.1	primary	primary	PRJNA1181931;PRJNA1183835;PRJNA489243;PRJNA533106	Chromosome	2024-12-18
40157	species	Lonchura striata	GCA_046129695.1	Passeriformes	1207550942	29140630	73424396	337	161	40	43.5	GCA_046129705.1		primary	PRJNA1186962;PRJNA1188146;PRJNA489243;PRJNA533106	Chromosome	2024-12-18
44394	species	Zonotrichia albicollis	GCA_047830755.1	Passeriformes	1278921982	17147933	64429512	408	179	42	44	GCA_047774235.1	primary	primary	PRJNA1214919;PRJNA1217013;PRJNA489243;PRJNA533106	Chromosome	2025-02-18
8805	species	Eudromia elegans	GCA_047922985.1	Tinamiformes	1109672866	11629215	66803183	695	396	40	44.5	GCA_047922975.1	primary	primary	PRJNA1103212;PRJNA1103214;PRJNA1224799;PRJNA1226602;PRJNA489243;PRJNA489244;PRJNA533106	Chromosome	2025-02-20
8957	species	Astur gentilis	GCA_929443795.2	Accipitriformes	1398011397	17712854	35025567	637	454	40	44	GCA_929447715.1,GCA_929443795.1	primary	primary	PRJEB40665;PRJEB43510;PRJEB43745;PRJEB48396;PRJEB50702;PRJNA489243;PRJNA533106	Chromosome	2022-10-27
107022	species	Bucephala clangula	GCA_964059595.1	Anseriformes	1190922165	4272793	66356865	991	537	40	42	GCA_964059605.1	primary	primary	PRJEB40665;PRJEB43510;PRJEB43745;PRJEB68286;PRJEB76092;PRJNA489243;PRJNA533106	Chromosome	2024-06-06
1323832	species	Calonectris borealis	GCA_964196065.2	Procellariiformes	1211470109	4109000	86671854	759	281	39	43.5	GCA_964195595.2	primary	primary	PRJEB40665;PRJEB43510;PRJEB43745;PRJEB75561;PRJEB77029;PRJNA489243;PRJNA533106	Chromosome	2024-07-23
2489341	species	Strigops habroptila	GCA_004027225.2	Psittaciformes	1148597545	9454087	83240647	456	89	25	41.59	GCA_004011185.1	primary	primary	PRJNA489135;PRJNA489243;PRJNA489244;PRJNA510145;PRJNA533106	Chromosome	2020-03-04
187126	species	Nesoenas mayeri	GCA_963082525.1	Columbiformes	1183254979	4840756	78184682	651	142	40	42.28	GCA_963082445.1	primary	primary	PRJEB43745;PRJEB64092;PRJEB64783;PRJNA489243;PRJNA533106	Chromosome	2023-08-09
148596	species	Falco punctatus	GCA_963210335.1	Falconiformes	1279260504	4755657	92385878	722	315	23	42.67	GCA_963210275.1	primary	primary	PRJEB43745;PRJEB61047;PRJEB65028;PRJNA489243;PRJNA533106	Chromosome	2023-08-19
232653	species	Psittacula echo	GCA_963264785.1	Psittaciformes	1203813063	5922112	106987384	529	171	35	42.67	GCA_963243765.1	primary	primary	PRJEB43745;PRJEB64768;PRJEB65273;PRJNA489243;PRJNA533106	Chromosome	2023-08-20
37598	species	Fringilla coelebs	GCA_963513975.1	Passeriformes	1209226962	3733973	73246393	1032	459	40	44.06	GCA_963513985.1	primary	primary	PRJEB40665;PRJEB43510;PRJEB43745;PRJEB61919;PRJEB66368;PRJNA489243;PRJNA533106	Chromosome	2023-09-28
127875	species	Cinclus cinclus	GCA_963662255.1	Passeriformes	1170837027	3563180	74357285	935	277	39	42.82	GCA_963662415.1	primary	primary	PRJEB40665;PRJEB43510;PRJEB43745;PRJEB61999;PRJEB68422;PRJNA489243;PRJNA533106	Chromosome	2023-12-11
9209	species	Phalacrocorax carbo	GCA_963921805.1	Suliformes	1283623959	4631399	84621172	843	350	36	43.46	GCA_963921815.1	primary	primary	PRJEB40665;PRJEB43510;PRJEB43745;PRJEB70849;PRJEB71801;PRJNA489243;PRJNA533106	Chromosome	2024-02-09
1192867	species	Chroicocephalus ridibundus	GCA_963924245.1	Charadriiformes	1417554307	4003687	83755488	1190	728	33	44.65	GCA_963924255.1	primary	primary	PRJEB40665;PRJEB43510;PRJEB43745;PRJEB68288;PRJEB71951;PRJNA489243;PRJNA533106	Chromosome	2024-01-20
